,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
276,JohnStCapital,"5/ On FAAMG- "" $AMZN at $3200 is not a bubble stock. Not whatsoever. It’s basically decent value. I don’t just mean AMZN, but a lot of the big FAAMG names.""

What could hit $5T first? #1 AMZN #2 $MSFT

$GOOGL could have a big pop, ironically, if the gov't breaks them up because",2021-05-30 14:39:17+00:00,35252,1,19,310
277,cadeinvests,"What do you get with $1,000 in $VTI?

$46 in $AAPL

$44 in $MSFT 

$34 in $AMZN

$18 in $FB

$13 in $TSLA

$12 in $BRK

$11 in $JPM

The remaining $822 goes in 3774 other US companies.",2021-05-30 00:42:00+00:00,10108,19,43,327
278,Tier1Investor,"Let’s play my 5 versus your 5.

Winner gets rich.

Here are my 5 favorite #stocks for the next 5 years:

$AMZN
$MSFT
$PYPL
$DIS
$RDFN

What are your 5? 

Bring it on! https://t.co/PsoCW6v38V",2021-05-29 14:35:07+00:00,10903,208,47,341
279,dustinmoris,"Now that #MSBuild2021 is over I put together a summary for people who missed it.

MSFT wants you to: 

- Use Azure
- Use Blazor
- MAUI with Blazor
- Blazor on Azure
- Use Windows so you can use Linux 🤪
- Use Linux but on AZURE
- Oh and Visual Studio, but only because of Azure 😉",2021-05-28 15:21:38+00:00,1618,26,30,263
280,gannonbreslin,"If you had to build a portfolio of 7 stocks that you couldn’t touch for 10 years what would they be?

My picks:

$AAPL 
$SQ 🏦
$MSFT 🖥
$ASML ⚡️
$DIS 🐭
$NVDA ⚡️
$QYLD 🖨",2021-05-28 13:13:03+00:00,27282,160,47,559
281,jicchamatome,"👴第1四半期決算 好決算を出した注目銘柄
$TSLA $GOOG $AAPL $AMZN $FB $MSFT $AMD $PINS $XOM $CVX $DRVN $SWKS $SPGI $POWI $IBM $KO $PEP $TSM $WFC $GS $JPM $ASML $PM $PFE $ZI $PYPL $CVS $SQ $ROKU $TTD $JAMF $BIGC $U $BNTX $YETI $BMBL $AMAT $HD $M $WMT $RBLX $AFRM $TWLO $ZS $NVDA $VEEV",2021-05-28 06:00:00+00:00,107015,9,61,600
282,cinnamon_msft,"Happy #MSBuild!! Windows Terminal Preview 1.9 is here with HUGE EARTH-SHAKING new features! 😄💥💥

Get quake mode and set Windows Terminal Preview as your default terminal emulator today! 😉

https://t.co/cHWLxfA6jO",2021-05-25 19:11:00+00:00,17930,31,159,601
283,TheAlphaThought,"What portfolio are you taking?

#1 - Income
$MO
$O
$MMM
$SPG

#2 - Value
$JNJ
$WMT
$PG
$MSFT

#3 - Growth
$SQ
$TDOC
$TSLA
$PLTR

#4 - Crypto
$BTC
$ETH
$DOGE
$ADA",2021-05-25 17:30:21+00:00,24885,61,46,267
284,garyblack00,"10-year Treas ylds continue to retreat to 1.57%, from 1.7% two weeks ago after April CPI scare. Fed officials continue to talk down inflation risks as transitory, which likely allows “bond-equivalent” secular growers to move even higher (YTD: $FB +20%, $GOOG +35%, $MSFT +13%).",2021-05-25 15:29:20+00:00,85543,8,10,203
285,charliebilello,"The combined revenue of the 4 largest US companies hit a record $1.1 trillion over last 12 months...
Apple $AAPL: $325 billion
Microsoft $MSFT: $160 billion
Amazon $AMZN: $419 billion
Google $GOOGL: $197 billion

That's larger than the GDP of all but 14 countries.

Data: @ycharts https://t.co/Ij8yNPYAQF",2021-05-25 01:23:43+00:00,311991,20,176,495
286,TheJoyfulTrader,"You'll spend $500 on a new Xbox, but you won't buy $MSFT stock for $250

You'll spend $500+ on a pair of Jordan's, but you won't buy $NKE stock at $133

You'll spend $100s per week at Costco, but you won't buy $COST stock at $386

See the problem yet?",2021-05-24 15:00:30+00:00,20771,28,63,396
287,itsloganjones,"Invest in what people use everyday 

📲 $FB Facebook 
💻 $MSFT Microsoft 
🏢 $SPG Simon Property Group 
☕️ $SBUX Starbucks 
💊 $JNJ Johnson and Johnson 
🍏 $APPL Apple 
🔩 $HD Home Depot 
🛳 $CCL Carnival Cruise 
✈️ $LUV Southwest Airlines 

We use all of these. 

BUY THEM!",2021-05-24 13:14:44+00:00,8991,23,45,262
288,puppy_trades,"All eyes on tech this week as $AAPL $MSFT $AMZN and $NVDA have each put in Wave 2 lows and are set to stage a Wave 3 rally higher

Time targets are 6-8 Weeks

if $AAPL &gt; 116-120, target 143-149
if $MSFT &gt; 232, target 272-276
if $AMZN &gt; 3026, target 3800
if $NVDA &gt; 538, target 697 https://t.co/3eVUzvpVbb",2021-05-23 19:48:56+00:00,27241,40,54,462
289,HeroDividend,"💰10 Dividend Growth Stocks💰

$V 💳
$PG 🧼
$HD 👷🏻‍♂️
$WM ♻️
$TGT 🛍
$TXN 🏙
$JPM  🏦
$ABBV 💊
$MSFT  ☁️
$COST  🛒",2021-05-22 15:30:06+00:00,31714,23,80,516
290,JezCorden,"The roll out has begun too, MSFT is testing the deployment in Seattle right now. And I've been told the extra overhead from XSX processing for vid encoding makes a huge difference for latency. I expect the gap between xcloud and Stadia streams to be utterly eliminated this year.",2021-05-22 06:17:22+00:00,35550,17,41,660
291,SchruteFO,"If I had to hold 10 stocks for 20 years, in order of conviction:

1. $MSFT
2. $AMZN
3. $SHOP
4. $SQ
5. $TWLO
6. $BRK
7. $CRWD
8. $V
9. $GOOGL
10. $NFLX",2021-05-21 16:22:19+00:00,4976,50,35,380
292,TheJoyfulTrader,"$5,000 Invested 52 Weeks Ago: 

$DOGE: ~$806,000
$ETH: ~$70,000
$BTC: ~$22,500
$TSLA: ~$18,000
$SE: ~$17,000
$SNAP: ~$15,700
$ROKU: ~$14,400
$SQ: ~$12,500
$NVDA: ~$8,200
$AAPL: ~$8,000
$SHOP: ~$7,800
$FB: ~$7,000
$MSFT: ~$6,650
$NFLX: ~$5,600

You buy any of these coins/stocks?",2021-05-21 12:54:00+00:00,20771,23,56,242
293,BahamaBen9,"If I was forced to only hold 10 stocks for the rest of my life it would be the following;

$RDFN
$SQ
$SHOP
$TSLA 
$TWLO
$AMZN
$AAPL
$MSFT
$NVDA
$SE

What are yours?",2021-05-20 23:31:41+00:00,45270,153,63,771
294,HyenukChu,"#FAAMG Yo por ahora no soy tan entusiasta Alcista. Sigo con mi cash. 
No he olvidado q (Tengo bien grande anotado) 
FB AAPL AMZN MSFT GOOGL todos tuvieron excelentes resultados Pero post earnings declinaron inmediatamente. 
¿PQ estarán vendiendo? (5 veces me pregunto lo mismo)",2021-05-20 16:39:32+00:00,32960,17,19,255
295,CarmenCrincoli,"One of my favorite little Microsoft tidbits is that since the day I started 23+ years ago, there has always been an IT-managed file server with virtually every single piece of software MSFT has ever releasd. TO THIS DAY. Want DOS? https://t.co/yfzNnoYZHQ",2021-05-19 22:40:23+00:00,11126,50,53,428
296,FocusedCompound,"$MSFT had a market cap of $393 billion and a P/E of 53x in 2001

If you purchased the stock in 2001 and HODL, you didn't breakeven until 2016 -- all while the fundamentals/per share figures were growing and improving

Entry multiples matter https://t.co/fqoDJ5itIy",2021-05-18 22:25:35+00:00,27938,43,147,1040
297,TrungTPhan,"When Steve Jobs returned to Apple in 1997, it was near bankrupcty. Weeks from imploding, Jobs convinced Bill Gates to invest $150m into Apple.

Market caps since Gates threw that lifeline:
◻️ $MSFT: $170B --&gt; $1.8T (~10x) 
◻️ $AAPL: $2B --&gt; $2.1T (~100x)

Lesson: Never show mercy https://t.co/dBr7v08D8o",2021-05-17 14:18:43+00:00,212908,54,156,844
298,draecomino,"Ethereum isn't just a crypto currency. It's a software platform with users, revenue, and applications.

If you cover software like AWS, MSFT, SNOW, or TWLO you should cover Ethereum ($ETH). To get started, check out its Q1 'earnings' results:
https://t.co/8ZrEkQRFke",2021-05-17 14:17:45+00:00,91559,142,712,3027
299,Investingcom,"*MICROSOFT DIRECTORS DECIDED BILL GATES NEEDED TO RESIGN FROM BOARD AFTER INVESTIGATION OF INTIMATE RELATIONSHIP WITH EMPLOYEE: DJ

$MSFT https://t.co/o1DcSJC9Qt",2021-05-17 11:00:01+00:00,599513,45,113,554
300,tomwarren,"Bill Gates reportedly left the Microsoft board during a probe into an affair he had with an employee. Gates left the board last year, after stepping down as chairman in 2014, and leaving his full-time MSFT role in 2008 https://t.co/yIP1gt9eGB",2021-05-17 08:34:52+00:00,175401,17,43,290
301,business,"LATEST: Microsoft’s directors started a probe into Bill Gates’s alleged involvement with a female employee that was deemed inappropriate and decided that the co-founder had to step down from the board last year, Dow Jones reports https://t.co/xi0jWrEOcw $MSFT",2021-05-16 23:32:39+00:00,7569363,101,342,808
302,cinnamon_msft,"Me before coffee this morning: Yeah I only know of two ridesharing apps, Linux and Ubuntu

Friend: ...Do you mean Lyft and Uber?

Me: ...🤦‍♀️",2021-05-13 16:48:56+00:00,17930,21,27,413
303,RaoulGMI,"Small thought for the day - 

Since inception in 1896 the Dow Jones has risen by 90,000%. If you add in dividends, you might get to 200,000%.

MSFT 330,000%
AAPL 88,00%
AZMN 138,000%

Bitcoin since inception in 2010 has risen 105,000,000%

Indeed.",2021-05-12 18:46:38+00:00,672370,212,605,3944
304,Biohazard3737,"$MSFT, $FB, $GOOGL and $AMZN are terrible businesses to own during inflation. Low margins, require tons of raw materials, no pricing power, etc...",2021-05-12 16:23:13+00:00,24571,48,57,900
305,dog_shill,"BARK BARK BARK BARK BARK

LMAO, ADIOS $MSFT

SOLID TIME FOR A DIVORCE @BillGates, GOTTA SAVE THOSE BILLIONS THAT WOULD OTHERWISE GO TO THE POORS FOR YOUR BAD BETS W/ SHADY ""FRIENDS""

SOLID ABUSE OF @USAGov's JUSTICE SYSTEM

10/10 AM SURE YOU'LL DO IT AGAIN

BARK BARK BARK BARK",2021-05-12 15:04:02+00:00,28691,8,29,316
306,Tiagogreis,"Valorização das Big Techs desde o IPO:

Apple $AAPL 100.000%
Microsoft $MSFT 252.000%
Facebook $FB 734%
Amazon $AMZN 3.289%
Google $GOOGL 4.242%",2021-05-11 12:08:18+00:00,147964,4,6,279
307,cinnamon_msft,"THIS IS HUGE! Cascadia Mono is the default monospace font in Stack Overflow on Windows!! 😍😍😍

https://t.co/2FdnZFdp3n",2021-05-10 19:30:17+00:00,17930,7,20,241
308,GossiTheDog,"My time at MSFT taught me this about big game ransomware:

- Almost without exception, ransomware actors had set off alerts like Xmas trees
- orgs often didn’t do anything w/ alerts
- config issues: lack of tamper protection, EDR in block mode, AutoIR enablement were big misses",2021-05-10 16:55:44+00:00,103782,16,211,1009
309,Convertbond,"Since ""Blowout"" Earnings

Amazon $AMZN -10%
Facebook $FB -7%
Apple $AAPL -6%
Google $GOOGL -6%
Microsoft $MSFT -5%

via @BearTrapsReport",2021-05-10 14:16:33+00:00,75997,38,100,646
310,daniel_toloko,"$MSFT is probably one of the most amazing companies ever built

But if you overpaid for shares in 1999 you had to wait till 2016 to breakeven ( excluding dividends) 

Paying a good price is paramount 👇 https://t.co/7ojUXfdBM2",2021-05-09 10:42:24+00:00,6035,137,341,2794
311,pamelarosiedee,"Pulled my phone from corp management - SURPRISE my authenticator app was deleted!  Lost no personal MFA codes because backups were on.  If you are reading this and you don't have a backup account set in your MSFT authenticator app, now is a good time to fix that (read on for how)",2021-05-08 23:19:14+00:00,5705,33,101,420
312,supercimomo,"Valuation update on #FAAMG

If you want to “rotate to value”, here are some value stocks worth looking into.

Out of the batch, the cheapest is $FB, followed by $AMZN, $GOOG, $AAPL and the most expensive is $MSFT.

Note that I did not discount regulatory risks. https://t.co/0TVyaCcNES",2021-05-07 22:07:08+00:00,1856,19,71,429
313,DenelonMs,We're getting ready to publish the next release of the Windows Package Manager. Check out the progress spinner in the Windows Terminal Tab @cinnamon_msft https://t.co/QZI8juTaKx,2021-05-07 14:28:59+00:00,920,14,50,374
314,BackpackerFI,"Great companies don't care about your TAM projections.

FAAMG revenue streams 👇🏻

$FB $AAPL $GOOG $MSFT $AMZN https://t.co/KdaEUSfZUO",2021-05-07 03:19:23+00:00,57199,9,48,287
315,srlm,"ESPANHA começará experimento com 200+ empresas para avaliar QUATRO dias de trabalho por SEMANA, com o mesmo SALÁRIO, como uma possível norma para o país: https://t.co/kdd1FCI6EQ.

no JAPÃO, um teste na $MSFT mostrou 40% mais produtividade e 92% dos trabalhadores mais satisfeitos. https://t.co/0lrARIf75C",2021-05-05 22:41:02+00:00,160009,8,30,241
316,HeroDividend,"10 stocks that are built to last📈

Johnson and Johnson $JNJ
Waste Management $WM
Digital Realty Trust $DLR
Realty Income $O
Home Depot $HD
Microsoft $MSFT
Coca-Cola $KO
Target $TGT
Disney $DIS
Visa $V",2021-05-05 20:03:49+00:00,31716,19,66,378
317,Investingcom,"*BILL GATES’S FIRM TRANSFERRED $1.8 BILLION IN STOCK TO MELINDA GATES AMID DIVORCE - WSJ

$MSFT https://t.co/cCZ1rIH1GJ",2021-05-05 16:48:11+00:00,599514,35,113,453
318,maasi_kabuo,"GWとか関係なく投資したい米国企業10選

①AAPL
②MSFT
③AMZN
④FB
⑤GOOG
⑥TSLA
⑦BRK.B
⑧JPM
⑨JNJ
⑩V

どうしても個別株投資したいなら、
騙されたと思ってこの中からの選択をおすすめします。

しかし、一本でこれら全てに投資できるものがある…

そう、S&amp;P500ならね！",2021-05-05 03:00:11+00:00,43519,3,21,381
319,JesseCohenInv,$AAPL $AMZN $MSFT $GOOGL $FB $TSLA $NVDA $BABA $PYPL https://t.co/KrGvBdgXke,2021-05-04 16:10:14+00:00,33312,41,141,502
320,CaptainNasdaq,"BREAKING:

Melinda French (formerly Gates) has sold $60B worth of $MSFT stock and is investing the proceeds in SalesForce and Apple. The massive selloff has caused the company’s shares to plummet. Incredible news for $MSFT bears.",2021-05-04 03:00:24+00:00,35057,37,60,782
321,wallstmemes,Melinda Gates should've divorced Bill last week when $MSFT was trading at all time highs,2021-05-03 20:50:24+00:00,100159,23,72,1160
322,SJosephBurns,Bill Gates and Melinda Gates are splitting up after 27 years: @CNBC $MSFT,2021-05-03 20:41:10+00:00,405398,44,43,352
323,SJosephBurns,"Which two of these companies could you completely stop using all their products and services forever: 

$AAPL
$GOOGL
$AMZN
$FB
$MSFT
$TWTR
$DIS
$WMT
$MCD",2021-05-03 11:29:31+00:00,405398,398,27,243
324,jicchamatome,"👴21年第1四半期決算 これまでの好決算銘柄一覧
$GOOG $AAPL $AMZN $FB $MSFT $AMD $PINS $UPS $TSLA $BKR $XOM $CVX $DRVN $CROX $SWKS $SPGI $MSCI $POWI $IBM $HOG $KO $PEP $TSM $WFC $GS $JPM $LEVI $ASML $PM",2021-05-03 09:00:00+00:00,107018,4,54,445
325,1MainCapital,"Ok, have a friendly bet w wifey.

Of the following, if you had to stop using the products/services of two of these companies completely, which would you get rid of?

$FB, $AMZN, $MSFT, $GOOG, $AAPL",2021-05-02 20:41:34+00:00,16315,1806,46,650
326,ITguySoCal,MSFT E5 costs 60% less than the combined price for OKTA+ProofPoint+Crowdstrike+Netskope. And here’s the kicker: MSFT is neck and neck with with these vendors in the Gartner Magic Quadrant. #ConsolidationWithoutCompromise https://t.co/Ake4hHnYqX,2021-05-01 06:03:40+00:00,2679,22,107,396
327,alsabban1982,"My stocks in each area-

Genetics 🧬- $ARKG $CRSP $BNGO
AI 👤- $GOOGL $NVDA $CRM $IBM $MSFT
Robotics 🦧
Blockchain 🦧
Renewable Energy ☀️- $BEP $TAN $ICLN
Auto 🚗- $TSLA $NIO $GM
Real estate 🏡- $FRT
Semiconductors 📱💻- $INTC $TSM $ASML
Social 🧑‍💻- $FB
Pharmacy 💊- $WBA $CVS https://t.co/p8DKVqzQpf",2021-04-30 20:07:26+00:00,134793,7,22,308
328,TrungTPhan,"Spent last 72 hours looking at European tech stocks

Here’s my recommendation on what to buy: $FB, $AMZN, $AAPL, $MSFT, $GOOGL",2021-04-30 15:01:24+00:00,212913,42,57,1218
329,Beth_Kindig,"After the busiest week of Q1 earnings, we take a look at which stocks outperformed revenue estimates the most.

$NIO $SHOP $AAPL $FB $AMD $GOOGL $AMZN $PINS $MSFT $TSLA $TDOC https://t.co/PIr3WPJR7R",2021-04-30 14:26:58+00:00,99092,23,138,612
330,charliebilello,"At $7.5 trillion, the combined market cap of Apple, Microsoft, Amazon, and Google is higher than the GDP of every country in the world with the exception of the US and China.

$AAPL $MSFT $AMZN $GOOGL

Charting via @ycharts https://t.co/HHhN6aJKL7",2021-04-29 20:29:38+00:00,311993,54,321,862
331,charliebilello,"Q1 Revenue Growth, YoY % Change...
Tesla $TSLA: +73.6%
Apple $AAPL: +53.6%
Facebook $FB: +47.5%
Amazon $AMZN: +43.8%
Google $GOOGL: +34.4%
Netflix $NFLX: +24.1%
Microsoft $MSFT: +19.1%
S&amp;P 500 $SPY: +5.6%",2021-04-29 20:22:59+00:00,311993,94,635,2622
332,fernandofferre,"Posição de caixa líquido das FAANGs que reportaram até agora:

- GOOG: $110bn
- Apple: $83bn
- FB: $55bn
- MSFT: $44bn
= $292bn de caixa, líquido. 

Você ainda acha que é bolha? 🤔",2021-04-29 12:07:04+00:00,24221,14,10,372
333,StockLizardKing,"If they just taxed Pelosi on her $MSFT calls, America would have 0 debt.",2021-04-29 01:29:36+00:00,132164,24,60,720
334,jicchamatome,"＜米国決算＞
- $TSLA $MSFT $PINS などの決算は良かった
- (なぜ売られているのか？) 今は景気○、業績○だが、投資家はその次のことを考えている
- 今まではマネーが投機に向かっていた、今はマネーがリアルエコノミーに向かっている
- 業績○、金利○なのでそれほど心配してない",2021-04-28 23:14:23+00:00,107022,3,18,276
335,clueless_1337,"Earning reports summary so far:

$MSFT 🤯
$GOOG 🤯🤯
$FB earning reports 🤯🤯🤯
$AAPL earning reports 🤯🤯🤯🤯",2021-04-28 21:34:13+00:00,10074,17,25,397
336,eringriffith,"we are at the ""msft excel influencer making six figures"" stage of the market https://t.co/mhTTven31S",2021-04-28 17:47:34+00:00,73635,18,42,427
337,HeroDividend,"💰10 Dividend Growth Stocks💰

$V 💳
$PG 🧼
$HD 👷🏻‍♂️
$WM ♻️
$TGT 🛍
$TXN 🏙
$JPM  🏦
$ABBV 💊
$MSFT  ☁️
$COST  🛒",2021-04-28 13:11:00+00:00,31716,13,40,263
338,BahamaBen9,"Only investing advice you'll ever need:

Buy quality stocks w/ large total addressable markets as earlier as possible &amp; do nothing.

$SHOP $TWLO $SQ $PYPL $ADYEY $TSLA $SE $MELI $AMZN $MSFT $AAPL $GOOG $DOCU $CRM $TTD $ROKU $PTON $NOW $ETSY $PINS $AVLR $CRWD $ZS $OKTA $ABNB $RDFN",2021-04-28 11:56:49+00:00,45269,49,59,590
339,StockDweebs,"Currently in:
1. $PLTR
2. $AZN
3. $FB
4. $NKE
5. $LYFT
6. $GE (new)

Waiting to enter:
1. $XOM
2. $SAVE
3. $T
4. $XLE
5. $BAC
6. $XLV

Recent win:
1. $MSFT
2. $GOOG
3. $DKS
4. $ON
5. $AMAT
6. $WBA
7. $SEAS
8. $JNJ

Recent loss:
1. $PLUG
2. $CRON
3. $KMX
4. $GBX
5. $NFLX",2021-04-28 05:39:37+00:00,180521,22,15,268
340,MarketRebels,"$MSFT LinkedIn had more than $3 billion of ad revenue in the last 12 months, more than $SNAP",2021-04-28 00:16:34+00:00,130845,6,18,297
341,anthonypjshaw,MSFT quarterly revenue up 19%. Vscode-pets released this quarter. Coincidence? 🤷🏻‍♂️,2021-04-28 00:04:13+00:00,11826,9,11,236
342,charliebilello,"Microsoft Revenue (Billions)...
2021(est): 165
2020: 153
2019: 134
2018: 118
2017: 102
2016: 95
2015: 88
2014: 93
2013: 83
2012: 73
2011: 72
2010: 67
2009: 59
2008: 62
2007: 58
2006: 46
2005: 41
2004: 38
2003: 34
2002: 31
2001: 27
2000: 24
1999: 22
1998: 18
1997: 14
1996: 9
$MSFT",2021-04-27 23:55:53+00:00,311993,12,57,258
343,cinnamon_msft,WE DID IT TEAM!! Huge shoutout to all of the contributors we’ve had since going open source ❤️❤️❤️ https://t.co/8oRjkRm9ld,2021-04-27 23:24:27+00:00,17930,40,105,929
344,PythiaR,"If you comp Azure to $snow and give it a discount to only 40x sales, on an $8bn a quarter run rate x 40x sales = $1.3 trillion.

$600bn stub of $msft generates most of their fcf, and you're buying it at 11x free cash flow. 

This is called value investing.",2021-04-27 22:53:38+00:00,29355,7,12,263
345,bdsams,"Teams 145 million DAUs
Windows 10 - 1.3 billion active devices
Office 365 - 300 million paid seats

That's...a lot of people using msft.",2021-04-27 21:48:27+00:00,40953,10,34,316
346,LibertyRPF,Nice graph by CNBC on $MSFT segments over the past few years: https://t.co/6qO5GFaWW5,2021-04-27 20:45:44+00:00,22431,5,41,246
347,momiage0088,"米国株最終
ダウ+0.01% ナス-0.34% SP500-0.02% ラッセル+0.14% もみ-0.6%
・金利&amp;原油上昇
・全体的に売りが中心
・ハイテク大型には決算への警戒
・ラッセル昨日上昇銘柄は大きな下げ
・決算→MSFT下落、Googl上昇　
金融・エネルギーや全般的にオールド優勢 https://t.co/gIOjCrnglM",2021-04-27 20:26:13+00:00,123324,2,45,429
348,Investingcom,"*MICROSOFT SHARES DROP 4% AFTER Q3 EARNINGS DESPITE RECORDING BIGGEST REVENUE GROWTH SINCE 2018

$MSFT",2021-04-27 20:17:56+00:00,599524,21,49,350
349,CNBCnow,"EARNINGS: Microsoft Q3 EPS $1.95 Adj. vs. $1.78 Est.; Q3 Revs. $41.71B vs. $41.03B Est. • $MSFT 
https://t.co/FZAudhS05i",2021-04-27 20:06:34+00:00,699151,12,80,219
350,mattjbrown,"$MSFT Xbox FY21 Q3 earnings

- Gaming revenue up 50%
- Xbox content and services revenue grew 34% driven by strength from Xbox Game Pass and first-party/third-party titles
- Xbox hardware revenue grew 232% driven by Xbox Series X|S",2021-04-27 20:04:45+00:00,2353,9,82,500
351,cinnamon_msft,"💡 Terminal tip: Set unfocused appearance settings on your profiles in Windows Terminal Preview to see which pane is active!

https://t.co/Z6vBNqtSSZ https://t.co/8BszzgLB9C",2021-04-27 17:44:57+00:00,17930,13,82,441
352,NorthmanTrader,"$MSFT is a poster child of permanent asset price inflation.
$1.97 trillion market cap.
The stock has gone up 10 years in a row.
An amazing run.
The only year it never touched its yearly 5 EMA and upper Bollinger band was in 1999.

And now. https://t.co/6X0U82waco",2021-04-27 11:42:22+00:00,305846,23,40,263
353,Beth_Kindig,"Today we preview the biggest week of Q1 earnings, with over 45% of the S&amp;P’s market cap set to report.

$AMZN $FB $AAPL $GOOGL $MSFT $TSLA $SHOP $AMD $PINS $TDOC $NIO $TWTR https://t.co/6t4Hb7fFJl",2021-04-26 16:25:53+00:00,99092,7,39,219
354,StockDweebs,"Currently in:
1. $PLTR
2. $NTES
3. $UNFI
4. $AZN
5. $FB
6. $NKE (new)
7. $LYFT (new)
8. $SPY (new)

Waiting to enter:
1. $SAVE
2. $XOM
3. $SAVE

Recent win:
1. $MSFT
2. $GOOG
3. $DKS
4. $ON
5. $AMAT
6. $WBA
7. $SEAS
8. $JNJ

Recent loss:
1. $PLUG
2. $CRON
3. $KMX
4. $GBX
5. $NFLX",2021-04-26 14:59:38+00:00,180521,28,18,286
355,JesseCohenInv,$AAPL $GOOGL $AMZN $MSFT $TSLA (via @BloombergTV) https://t.co/rnvhBhk0Jl,2021-04-26 14:39:29+00:00,33312,6,49,209
356,JesseCohenInv,"Big Tech is the highlight of the earnings calendar, with Apple, Microsoft, Amazon, Alphabet, Facebook and Tesla all releasing results.

These 6 stocks have a market cap of just about $9 trillion.

$AAPL: $2.21T
$MSFT: $1.93T
$AMZN: $1.66T
$GOOGL: $1.52T
$FB: $842B
$TSLA: $700B https://t.co/gYrIvtCMwZ",2021-04-26 13:07:27+00:00,33312,9,57,227
357,Melt_Dem,"Q1 earnings week is upon us...

$TSLA, $GOOGL, $MSFT, $FB, $AAPL, $AMZN, $TWTR

let's see who put #Bitcoin on their balance sheet",2021-04-26 12:30:52+00:00,214907,55,155,1296
358,garyblack00,"$TSLA +1% pre-mkt to $737 in an action packed week that incl $TSLA earnings tonight, Biden’s SOTU address Wed, Fed mtg/Powell press conf Wed, 1Q GDP Thurs, plus slew of corp earnings (Tue $MSFT $GOOG, Wed $FB $AAPL, Thur $AMZN). 10yr Treas ylds 1.59% +3.2 bp, SPX flat, QQQ -0.2%.",2021-04-26 12:07:33+00:00,85543,11,20,368
359,Bloqport,"NEW: Binance to list Microstrategy $MSTR, Apple $AAPL and Microsoft $MSFT as tradable stock tokens",2021-04-26 07:14:12+00:00,79634,18,102,549
360,Investingcom,$FB $AAPL $AMZN $MSFT $GOOGL $TSLA https://t.co/TvUHu5QqtT,2021-04-26 03:30:26+00:00,599525,4,47,315
361,MarketRebels,"Big week of earnings coming up.

Monday - $TSLA $ACI $AMKR
Tuesday - $GOOG $MSFT $AMD $PINS $SBUX $V $UPS $GE $MMM $BP $RTX
Wednesday - $BA $SHOP $SPOT $FB $AAPL $QCOM $TDOC $LOGI $EBAY $MGM
Thursday - $AMZN $NIO $TWTR
Friday - $XOM $CVX $CLX $AZN $ABBV",2021-04-25 23:02:13+00:00,130862,7,81,321
362,Stephanie_Link,"Busy eps week:  
top 5 $SPX names reporting - $AAPL, $MSFT, $AMZN, $GOOGL, $FB - 22.4% of $SPX - all reporting in one week, which has only happened 4 other times.",2021-04-25 16:27:28+00:00,98444,27,51,329
363,karenfinerman,"Earnings this week: $AMZN, $GOOG, $FB, $MSFT, $TSLA, $AMD, $TWTR, etc https://t.co/ujh12pLD9e",2021-04-25 15:33:56+00:00,83003,63,47,646
364,JesseCohenInv,"💥 This Week's Most Notable #Earnings (via @eWhispers)

Mon: $TSLA
Tues: $MSFT $GOOGL $AMD $PINS $V $SBUX $UPS $MMM $GE $TXN
Wed: $AAPL $FB $BA $F $SHOP $TDOC $SPOT $QCOM $EBAY $YUM
Thurs: $AMZN $TWTR $NIO $MCD $CAT $MA $GILD $MRK $DPZ $MO
Fri: $XOM $CVX $AZN $ABBV $CLX $CL

$SPY https://t.co/gtYDagEtIq",2021-04-25 11:52:19+00:00,33312,8,64,230
365,OMillionaires,"Some implies moves for #earnings next week:

$TSLA 8.0%
$MSFT 3.5%
$GOOGL 4.7%
$AMZN 4.5%
$FB 5.8%
$AAPL 4.5%
$SHOP 7.3%
$PINS 12.9%
$SPOT 7.9%
$TDOC 8.4%
$TWTR 10.3%
$BA 4.4%
$NIO 9.5%
$MCD 2.8%
$SBUX 3.9%
$DPZ 5.8%
$SWKS 5.2%
$ENPH 11.4%
$V 2.9%
$UPS 4.9%",2021-04-25 11:04:09+00:00,105652,20,108,492
366,Kosukeitou,"良い企業をリスト化しても最後は結局いつもと同じような顔触れになる。

■〜$50B
$OKTA $TRUP $CHWY $EXPI $BAND $TWOU  $CHGG $FUBO $TDOC $DDOG $CM $FVRR 

■$50B〜
$SQ $NVDA $MSFT $ABNB $UBER",2021-04-25 00:41:47+00:00,43215,4,42,511
367,eWhispers,"#earnings for the week 

https://t.co/lObOE0dgsr 

$AAPL $TSLA $AMD $AMZN $MSFT $FB $NIO $BA $UPS $PINS $GE $SHOP $GOOGL $QCOM $XOM $F $MMM $ABBV $ACI $TWTR $X $SPOT $TDOC $CL $V $CAT $LLY $ENPH $SAND $OTIS $SWKS $CROX $MRK $RTX $MCD $SBUX $OSTK $BP $NXPI $DPZ $BMY $MA $GLW $CHKP https://t.co/wR4Snpnea0",2021-04-24 14:36:51+00:00,283538,70,812,1958
368,Dividend_Dollar,"A stock correcting today doesn't worry me because all I'm worried about is where it will be in 20, 30, or 40 years!

$GOOGL
$DMTK
$AAPL
$RDFN
$MSFT
$CRWD
$TDOC
$SQ
$HD
$ABBV
$BRK.B
$SKLZ
$SE
$SPOT
$DIS
$SBUX
$V
$JNJ
$ROKU
$ETSY

20 stocks I think will outperform over the years",2021-04-24 14:15:00+00:00,29593,27,47,356
