Unnamed: 0,Unnamed: 0.1,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,vader_sentiment,vader_score
515,515,cperruna,"$MSFT tried to buy $PINS

If completed, it would have been Microsoft's largest acquisition ever. 

#longshares in $PINS https://t.co/iq2oDNYY6N",2021-02-11 02:14:24+00:00,96586,21,31,245,try buy pin complete would large acquisition ever pin,neu,0.0
516,516,BusinessFamous,"""But I don't know what to invest in""

Look around your house.  Start by looking into the companies whose products you use everyday:

💡 $ED
🧴 $PG
🗑️ $WM
🩹 $JNJ
💉 $PFE
🧻 $KMB
📱 $AAPL
🖲️ $NVDA
🖥️ $MSFT
📞 $VZ, $T
🥤 $KO, $PEP
🔨 $HD, $LOW
🛍️ $WMT, $TGT, $AMZN",2021-02-10 20:11:14+00:00,34355,38,113,472,know invest look around house start look company whose product use everyday ed pg wm jnj pfe kmb aapl nvda vz ko pep hd low wmt tgt amzn,neu,-0.2732
517,517,Dividend_Dollar,"If you had to pick a stock for the next 10 years from these categories/industries, which would it be?

Here is how I would go

High-Yield Dividend: $ABBV
Big Tech: $MSFT
E-Commerce: $AMZN
REIT: $DLR
Small Cap: $DMTK
Mid Cap: $RDFN
Gambling: $SKLZ
Dividend Growth: $V
FinTech: $SQ",2021-02-10 01:25:13+00:00,29594,78,112,945,pick stock next year category industry would would go high yield dividend abbv big tech e commerce amzn reit dlr small cap dmtk mid cap rdfn gamble sklz dividend growth v fintech sq,neu,0.3818
518,518,Dividend_Dollar,"What type of Investor do you relate to MOST?

Conservative
$VOO
$VYM
$SCHD

Ole Reliable
$JNJ
$WMT
$KO

Div Growth
$AVGO
$HD
$V

Big Tech
$AAPL
$MSFT
$AMZN

Growth
$ROKU
$CRWD
$SQ

Asia Growth
$BABA
$SE
$TECHY

Small(er) Cap Ultra Growth
$SKLZ
$MWK
$DMTK",2021-02-09 01:05:00+00:00,29594,47,50,273,type investor relate conservative voo vym schd ole reliable jnj wmt ko div growth avgo hd v big tech aapl amzn growth roku crwd sq asia growth baba se techy small er cap ultra growth sklz mwk dmtk,neu,0.8555
519,519,tradingview,"Market caps

1. $AAPL $2.2 trillion
2. $MSFT $1.8 trillion
3. Aramco $1.8 trillion
4. $AMZN $1.6 trillion
5. $GOOGL $1.4 trillion
6. $TCEHY (Tencent) $914 billion
7. #Bitcoin $870 billion
8. $TSLA $818 billion
9. $FB $760 billion
10. $BABA $710 billion",2021-02-09 00:47:17+00:00,320693,35,178,669,market cap aapl trillion trillion aramco trillion amzn trillion googl trillion tcehy tencent billion billion tsla billion fb billion baba billion,neu,0.0
520,520,QTRResearch,"If co’s like $GOOG $AAPL $MSFT start buying Bitcoin it could be time to reconsider the too big to fail case. Government may regulate, but likely won’t ban outright. And I admit in that case the price can keep going. Regardless I’ll always prefer tangible assets like gold. (1/3)",2021-02-09 00:15:05+00:00,171488,40,40,402,co like goog aapl start buy bitcoin could time reconsider big fail case government may regulate likely ban outright admit case price keep go regardless always prefer tangible asset like gold,neu,0.0516
521,521,assetdash,"Steven Cohen's Point72 Top Long Positions 📊

1. S&amp;P 500 $SPY 
2. Amazon $AMZN 
3. Alibaba $BABA
4. Alphabet $GOOGL
5. Palantir $PLTR
6. Facebook $FB
7. PayPal $PYPL
8. Microsoft $MSFT
9. Fiserv $FISV
10. Raytheon $RTX",2021-02-07 17:30:51+00:00,8331,21,64,420,steven cohen point72 top long position amp p spy amazon amzn alibaba baba alphabet googl palantir pltr facebook fb paypal pypl fiserv fisv raytheon rtx,neu,0.3612
522,522,Dividend_Dollar,"Dividend stocks do not have to be boring a ""slower growth""

All of these stocks have growth potential AND pay a dividend

$AAPL
$MSFT
$HD
$V
$AVGO
$QCOM
$WMT
$SBUX",2021-02-06 16:15:03+00:00,29594,11,35,215,dividend stock bore slow growth stock growth potential pay dividend aapl hd v avgo qcom wmt sbux,neu,0.4215
523,523,wallstreetbets_,"We need to harness this power 
#wsb #wallstreetbets $gme $bb $amc $amd $cciv $psth $mgni $pltr $tsla $msft $aapl $kodk $nok $crsr https://t.co/LSeaW6f7fU",2021-02-05 13:29:13+00:00,58273,37,32,447,need harness power gme bb amc amd cciv psth mgni pltr tsla aapl kodk nok crsr,neu,0.0
524,524,cperruna,"Databricks, an IPO to watch for in 2021

A data-and-AI focused company that interacts with corporate information stored in the public cloud.

Investors include $AMZN $GOOGL $CRM $MSFT and many others.
 https://t.co/ceJDnmeuZ1",2021-02-04 03:38:12+00:00,96588,23,41,316,databricks ipo watch data ai focus company interact corporate information store public cloud investor include amzn googl crm many others,neu,0.0
525,525,charliebilello,"At $7.1 trillion, the combined market cap of Apple, Microsoft, Amazon, and Google is greater than the GDP of every country in the world with the exception of the US and China.

$AAPL $MSFT $AMZN $GOOGL

Charting via @ycharts https://t.co/4Z12avo92A",2021-02-04 02:50:29+00:00,312005,52,244,836,trillion combine market cap apple amazon google great gdp every country world exception u china aapl amzn googl chart via,neu,0.7003
526,526,wallstreetbets_,"Have fun wading through infinite 
shit-posts, SEC 
#wsb #wallstreetbets #gamestop #boycottrobinhood $gme $amc $bb $nok $kodk $bbby $spce $nakd $tsla $ely $crsr $cciv $psth $pltr $nio $baba $amzn $msft https://t.co/DbKsAk9d0g",2021-02-04 00:09:06+00:00,58273,41,36,383,fun wad infinite shit post sec gme amc bb nok kodk bbby spce nakd tsla ely crsr cciv psth pltr nio baba amzn,neu,-0.0772
528,528,garyblack00,"Concerns re Jeff Bezos stepping down as $AMZN CEO are misplaced. Bezos staying on as Exec Chair, similar to role he has today. Best comp is Satya Nadella, CEO MSFT. Jassy is 23-yr AMZN veteran, runs AWS, AMZN’s most profitable business, detailed, hands on approach. Buy the dip.",2021-02-03 20:36:21+00:00,85549,33,26,379,concern jeff bezos step amzn ceo misplace bezos stay exec chair similar role today best comp satya nadella ceo jassy yr amzn veteran run aws amzn profitable business detail hand approach buy dip,neu,0.8834
529,529,Beth_Kindig,"SensorTower’s Mobile App Industry Trends report shows that business, medical, and finance apps have remained the top 3 categories in download growth.

$ZM $MSFT $TDOC $AMWL $GDRX $SQ $PYPL $IPOE https://t.co/WH25GSAIn3",2021-02-03 18:07:38+00:00,99088,9,32,208,sensortower mobile app industry trend report show business medical finance apps remain top category download growth zm tdoc amwl gdrx sq pypl ipoe,neu,0.5267
530,530,alsabban1982,"مازلت مبتدئا هناك فالتشكيلة تتطور يوما إثر يوم.
هناك ٣ دوائر:

 - الدائرة الاولى ٤٠% من المحفظة -

٦ شركات + ٤ صناديق (قطاعات)
مايكروسوفت $MSFT
تيسلا $TSLA
جوجل $GOOGL
فيس بوك $FB
أمازون $AMZN
🍎 $AAPL
طاقة شمسية $TAN
طب جينات $ARKG
طاقة بديلة/خضراء $ICLN
انترنت المستقبل $ARKW https://t.co/rg3jyVtuIe",2021-02-03 15:59:16+00:00,134797,5,56,784,مازلت مبتدئا هناك فالتشكيلة تتطور يوما إثر يوم هناك دوائر الدائرة الاولى من المحفظة شركات صناديق قطاعات مايكروسوفت تيسلا tsla جوجل googl فيس بوك fb أمازون amzn aapl طاقة شمسية tan طب جينات arkg طاقة بديلة خضراء icln انترنت المستقبل arkw,neu,0.0
531,531,jrichlive,"Lost in the convo about Bezos giving up the CEO role: when Gates moved from CEO to Chairman at MSFT, it enabled him to focus time on the B&amp;M Gates foundation, the greatest philanthropic force of our lifetime. 

Hopefully Bezos does something similar (w/$200B to work with...). 🙏",2021-02-03 14:17:04+00:00,28247,14,18,450,lose convo bezos give ceo role gate move ceo chairman enable focus time b amp gate foundation great philanthropic force lifetime hopefully bezos something similar w 200b work,neu,0.6249
532,532,charliebilello,"The combined annual revenue of the 4 largest US companies has surpassed $1 trillion for the first time...
Apple $AAPL: $294 billion
Microsoft $MSFT: $153 billion
Amazon $AMZN: $386 billion
Google $GOOGL: $183 billion

That's larger than the GDP of all but 16 countries.",2021-02-03 04:24:47+00:00,312005,42,346,1079,combine annual revenue large u company surpass trillion first time apple aapl billion billion amazon amzn billion google googl billion large gdp country,neu,0.1779
534,534,charliebilello,"Q4 Revenue Growth, YoY % Change...
Tesla $TSLA: +45.4%
Amazon $AMZN: +43.6%
Facebook $FB: +33.2%
Google $GOOGL: +23.5%
Netflix $NFLX: +21.5%.
Apple $AAPL: +21.4%
Microsoft $MSFT: +16.7%
S&amp;P 500 $SPY: -3.5%",2021-02-02 21:38:14+00:00,312005,61,463,1860,q4 revenue growth yoy change tesla tsla amazon amzn facebook fb google googl netflix nflx apple aapl amp p spy,neu,0.5106
535,535,JohnStCapital,"Big Tech ( $AAPL $AMZN $FB $GOOGL $MSFT) did $365.1B in revenue in 4Q; annualized at $1.46T &amp; $77.6B of Net Income / Annualized at $311.5B

This annualized revenue # is greater than the totality of the S&amp;P 500 for every year ever. https://t.co/c1TwF7Zbwn",2021-02-02 21:21:41+00:00,35254,16,126,472,big tech aapl amzn fb googl 1b revenue 4q annualized 46t amp 6b net income annualized 5b annualized revenue great totality amp p every year ever,neu,0.0
536,536,itsmichaelwest,"Alright. So these are refreshed versions of mockups I made in early 2019.

They're from a project called ""Modern"", that got put aside when I started my internship at MSFT. I only picked it back up recently. Obviously, they're personal work and don't reflect anything official. 😉 https://t.co/6vCOmYcdB6",2021-02-02 19:33:27+00:00,3871,21,21,306,alright refresh version mockups make early project call modern get put aside start internship pick back recently obviously personal work reflect anything official,neu,0.25
537,537,ripster47,"Daily Wrap

Alerts+Ideas
$INO 14&gt;18.20💸
$FB 256&gt;263 💸
$IMTE 6&gt;8.80 💸
$TTNP 3.80&gt;3.40🔻L
$KIQ .94&gt;1.17💸

Overnight
$FUBO 44&gt;52 💰
$INO 13&gt;18.20💰 Calls 💰

Others
$FLGT 52&gt;155💰
$MSFT 232&gt;242 Calls💰
$CRBP 2.10&gt;3.08💸
$QFIN 18.30&gt;19.40💸
$TRIB Flat
New: $RTP $XL
*Timestamped",2021-02-01 22:31:42+00:00,243255,29,14,273,daily wrap alert idea ino gt fb gt imte gt ttnp gt 40l kiq gt overnight fubo gt ino gt call others flgt gt gt call crbp gt qfin gt trib flat new rtp xl timestamped,pos,0.9601
539,539,wallstreetbets_,"🚨FACE TATTOO BET ALERT🚨
#wsb #wallstreetbets $GME $BB $BBBY $PLTR $PSTH $AMC $AMD $AAPL $MSFT $BABA $NIO $TSLA $KODK $NOK https://t.co/2cJJKfFON4",2021-01-31 22:18:11+00:00,58273,33,44,360,face tattoo bet alert gme bb bbby pltr psth amc amd aapl baba nio tsla kodk nok,neu,0.296
540,540,ChartingOptions,"2/1-2/5 WL:

Focus list: $AI $CHWY $CRSP $CRSR $FUBO $JMIA $PLTR $SPWR $TLRY

Charts and supplementary info below.

Also watching: $APPS $CVS $DDOG $DKNG $EA $GWPH $LI $MRNA $MSFT $NVAX $PINS $SOLO 

""Three keys to profitable trading: patience, discipline, and sound judgement.""🌱 https://t.co/3IjtFV0XyV",2021-01-31 20:06:07+00:00,53469,37,57,273,wl focus list ai chwy crsp crsr fubo jmia pltr spwr tlry chart supplementary info also watch apps cv ddog dkng ea gwph li mrna nvax pin solo three key profitable trade patience discipline sound judgement,neu,0.4404
541,541,wallstreetbets_,"Remember this when they call us greedy punks on CNBC 
#wsb #wallstreetbets $GME #donate $BB $BBBY $AMC $TSLA $MSFT $NIO $BABA $SPCE $NOK $KODK https://t.co/kW1ESnElTY",2021-01-31 16:38:11+00:00,58273,61,142,911,remember call u greedy punk cnbc gme bb bbby amc tsla nio baba spce nok kodk,neu,-0.3182
542,542,TD_Investor,"10K Portfolio 💼 

20% Techs
$AAPL
$MSFT
$AMD

20% Dividend 
$ABBV
$T
$HD

20% Growth 
$TSLA
$SQ
$CRSP

15% Index 
$QQQ
$DIA
$SPY 

5% Consumer 
$KO
$MCD
$COST

5% Safety 
$GLD
$SLV 
$TLT

Next 15% should be cash on hand for any opportunity arise to DCA",2021-01-30 21:20:24+00:00,23699,91,209,1521,10k portfolio tech aapl amd dividend abbv hd growth tsla sq crsp index qqq dia spy consumer ko mcd cost safety gld slv tlt next cash hand opportunity arise dca,neu,0.886
543,543,wallstreetbets_,"I can and will throw my shit so fucken far 🚀
#WSB #wallstreetbets $GME $AMC $BBBY $TSLA $MSFT $NIO $BABA $KODK $NOK $EXPR https://t.co/YO4xJwpfI1",2021-01-30 20:34:33+00:00,58273,37,40,392,throw shit fucken far gme amc bbby tsla nio baba kodk nok expr,neu,-0.5574
544,544,wallstreetbets_,"Again, had me in the first half
#WSB #wallstreetbets $GME $BB $BBBY $AMC $AMD $SQ $TSLA $MSFT $EXPR $KODK $NOK https://t.co/lEOhtdK8ef",2021-01-30 17:56:49+00:00,58273,25,29,305,first half gme bb bbby amc amd sq tsla expr kodk nok,neu,0.0
545,545,wallstreetbets_,"A few billboards popping up around the country, love to see it
#WSB #wallstreetbets $GME $BB $BBBY $MSFT $AAPL $NOK $KODK $DOGE.X $AMC $AMD $PLTR $PTON $CRSR $NIO $BABA https://t.co/RAfJKVZNgv",2021-01-30 16:05:16+00:00,58273,25,72,375,billboard pop around country love see gme bb bbby aapl nok kodk doge x amc amd pltr pton crsr nio baba,neu,0.6369
546,546,wallstreetbets_,"Personal wins 
#wsb #wallstreetsbets $GME $BB $BBBY $AMC $SPCE $TSLA $MSFT $AAPL $NIO $BABA $KODK $NOK https://t.co/wJx7rjVRzg",2021-01-30 15:27:36+00:00,58273,46,76,948,personal win gme bb bbby amc spce tsla aapl nio baba kodk nok,neu,0.5859
547,547,wallstreetbets_,"Not sure if worth or not
#wsb #wallstreetsbets $GME $BB $BBBY $TSLA $MSFT $AAPL $NIO $BABA $AMC $AMD $EXPR https://t.co/oMNCw3fQWI",2021-01-30 06:29:24+00:00,58273,30,32,257,sure worth gme bb bbby tsla aapl nio baba amc amd expr,neu,0.4939
548,548,wallstreetbets_,"Just let us buy the stocks we like
#freemarket #fuckrobinhood #robinhoodboycott #WSB $GME $BB $AMC $EXPR $PSTH $PLTR $BABA $NIO $AAPL $MSFT $TSLA $INO $ALUS $SLS $SLV https://t.co/awmTBB8dIf",2021-01-30 00:41:23+00:00,58273,73,70,550,let u buy stock like gme bb amc expr psth pltr baba nio aapl tsla ino alus sl slv,neu,0.3612
549,549,compound248,"Lending $MSFT, which is easy to borrow, pays very little.

Lending $GME, which is very hard-to-borrow may pay 50-100% (or more) per year. The “borrow rate” is set by the market and is frustratingly opaque. The rate gets reset daily as the difficulty of borrow goes fluctuates.",2021-01-29 22:08:52+00:00,18485,4,22,287,lend easy borrow pay little lend gme hard borrow may pay per year borrow rate set market frustratingly opaque rate get reset daily difficulty borrow go fluctuate,neu,-0.5325
550,550,wallstreetbets_,"Uncharted territory 
#wallstreetbets #WSB $GME $BB $BBBY $AMC $AMD $PLTR $PSTH $AAPL $TSLA $MSFT $NIO $BABA $INO $IPOE $KODK $NOK $EXPR https://t.co/nYHRTldQs1",2021-01-29 21:17:33+00:00,58273,44,88,690,uncharted territory gme bb bbby amc amd pltr psth aapl tsla nio baba ino ipoe kodk nok expr,neu,0.0
551,551,wallstreetbets_,"If not for yourself, then for your brothers you lost along the way 
#WSB #wallstreetbets $GME $AMC $EXPR $BB $BBBY $WKHS $AMD $INO $SLV $DOGE.X $NVAX $TSLA $AAPL $MSFT $NIO $BABA $SQ https://t.co/ZBm0r4qZJS",2021-01-29 20:40:46+00:00,58273,17,35,215,brother lose along way gme amc expr bb bbby wkhs amd ino slv doge x nvax tsla aapl nio baba sq,neu,-0.4019
552,552,wallstreetbets_,"ILLEGAL. FIDELITY NOW. 
#WSB #wallstreetsbets $GME $BBBY $TSLA $PLTR $NIO $PSTH $KODK $NOK $PTON $SQ $MSFT $AMC $AMD $BABA https://t.co/srePCDSdQf",2021-01-29 19:18:30+00:00,58273,64,149,737,illegal fidelity gme bbby tsla pltr nio psth kodk nok pton sq amc amd baba,neu,-0.5574
553,553,wallstreetbets_,"Sell? Never heard of him
#WSB #wallstreetbets $GME $PLTR $BB $BBBY $AMC $AMD $NOK $KODK $SPCE $TSLA $MSFT $AAPL $PSTH $BFT $CRSR https://t.co/UBhDgZqRqx",2021-01-29 18:45:57+00:00,58273,28,39,297,sell never hear gme pltr bb bbby amc amd nok kodk spce tsla aapl psth bft crsr,neu,0.0
554,554,wallstreetbets_,"We can all play games... 
#WSB #wallstreetbets $GME $BB $BBBY $PLTR $NIO $BABA $TSLA $AMC $AMD $MSFT $AAPL $VXRT $KOSS $AMRN $AMZN $CATB $NOK $KODK https://t.co/3WzVj7bfCn",2021-01-29 17:52:32+00:00,58273,16,41,250,play game gme bb bbby pltr nio baba tsla amc amd aapl vxrt kos amrn amzn catb nok kodk,neu,0.34
555,555,Beth_Kindig,"We saw some impressive revenue and EPS beats in the tech space this week. Here is a recap of this week's results.

$AMD $MSFT $AAPL $TSLA $FB $NOW https://t.co/kFvym9tWHA",2021-01-29 16:43:03+00:00,99088,19,53,447,saw impressive revenue eps beat tech space week recap week result amd aapl tsla fb,neu,0.5106
556,556,wallstreetbets_,"🚀🚀🚀
#WSB $GME $BB $AMC $AMD $SIEB $NVAX $NOK $IPOE $PLTR $PTON $GBR $SLV $TSLA $AAPL $MSFT https://t.co/fIAAAZ2DDE",2021-01-29 16:12:05+00:00,58273,46,24,306,gme bb amc amd sieb nvax nok ipoe pltr pton gbr slv tsla aapl,neu,0.0
557,557,wallstreetbets_,"Absolute mad lads💎
#WSB $GME $AMC $EXPR $SLV $SIEB $NVAX $DOGE.X $GBR $INO $NOK $NIO $MSFT $TSLA $IPOE https://t.co/3pbCYgtVU9",2021-01-29 15:44:11+00:00,58273,12,21,223,absolute mad lad gme amc expr slv sieb nvax doge x gbr ino nok nio tsla ipoe,neu,-0.4939
558,558,wallstreetbets_,"There is levels to this stuff...
#WSB $GME $TSLA $EXPR $AAPL $MSFT $SQ $PLTR $BBBY $KOD $NOK $BABA $NIO $AMC $AMD https://t.co/QTsYOJoLDV",2021-01-29 14:53:03+00:00,58273,111,495,2779,level stuff gme tsla expr aapl sq pltr bbby kod nok baba nio amc amd,neu,0.0
559,559,Investingcom,$GME $MRNA $AMC $TSLA $NVAX $AAPL $AMZN $MSFT $JNJ $FB https://t.co/5n3BlY15rI,2021-01-29 14:43:04+00:00,599548,11,49,211,gme mrna amc tsla nvax aapl amzn jnj fb,neu,0.0
560,560,Dividend_Dollar,"Investing can be fun, especially when you own stocks you use often

🛒Groceries $COST
☕️ Coffee $SBUX
⛽️ Gas $CVX $XOM
💻 Cloud $MSFT 
📱 iPhone $AAPL
☎️ Cell Service $T $VZ
📦 Online ordering $AMZN $SHOP $ETSY
🦴 Dog Food $CHWY
🩺 Health $TDOC
🎮 Games from $GME ?? I had to",2021-01-29 01:22:02+00:00,29594,29,47,295,invest fun especially stock use often grocery cost coffee sbux gas cvx xom cloud iphone aapl cell service vz online order amzn shop etsy dog food chwy health tdoc game gme,neu,0.5106
561,561,wallstreetbets_,"Just showing our support! 
#WSB #wallstreetbets $GME $TSLA $AMC $BBBY $AAPL $MSFT $SQ $PTON $PLTR $NIO $BABA $KODK $NOK https://t.co/JMV4ZI4AMf",2021-01-28 22:14:45+00:00,58273,65,95,719,show support gme tsla amc bbby aapl sq pton pltr nio baba kodk nok,neu,0.4019
562,562,wallstreetbets_,"The profits seem secondary at this point? 
#GME $BB $BBBY $SPCE $BABA $NIO $TSLA $AMC $AMD $SQ $F $MSFT $AAPL $PLTR $KOSS $KODK $NOK https://t.co/WxZf0QPFBc",2021-01-28 19:41:11+00:00,58273,76,167,1015,profit seem secondary point bb bbby spce baba nio tsla amc amd sq f aapl pltr kos kodk nok,neu,0.4404
563,563,cinnamon_msft,"This is our biggest release yet! The settings UI along with a ton more goodies are now available in Windows Terminal Preview! Check out all of the new features that come with version 1.6 in our latest blog post! 🤩

https://t.co/c9iorUcJ1B",2021-01-28 18:04:44+00:00,17930,33,183,659,big release yet set ui along ton goody available window terminal preview check new feature come version late blog post,neu,0.0
564,564,wallstreetbets_,"You love to see it! 
#WSB $GME $PLTR $MSFT $TSLA $KOSS $NAKD $BB $PSTH $PTON $CRSR $NIO $BABA $AAL $AAPL https://t.co/GBqFacqoQ9",2021-01-28 13:40:32+00:00,58273,35,58,442,love see gme pltr tsla kos nakd bb psth pton crsr nio baba aal aapl,neu,0.6369
565,565,wallstreetbets_,"🚨ASS TATTOO BET ALERT🚨 
#WSB $GME $AAL $AMC $KODK $NOK $BABA $NIO $AMZN $MSFT $BBBY https://t.co/MwhcFjK56Y",2021-01-28 13:14:06+00:00,58273,46,71,545,as tattoo bet alert gme aal amc kodk nok baba nio amzn bbby,neu,0.296
566,566,wallstreetbets_,"Buying with your pee-pee, can’t go tits up
#WSB $GME $AMC $TSLA $PLTR $SPCE $NOK $KODK $KOSS $AAPL $MSFT $PTON $SQ https://t.co/StMzcMDZLe",2021-01-28 03:09:19+00:00,58273,51,16,229,buy pee pee go tit gme amc tsla pltr spce nok kodk kos aapl pton sq,neu,0.0
567,567,wallstreetbets_,"WE LIKE THE STONKS!!! 
#WSB $GME $BB $PLTR $TSLA $BBBY $AMC $AMD $SQ $AAPL $MSFT https://t.co/Yt8jN6vtgC",2021-01-28 02:55:09+00:00,58273,66,74,1082,like stonks gme bb pltr tsla bbby amc amd sq aapl,neu,0.3612
568,568,susmitabaral7,"I cannot Digest this now.. I also need some fresh air. 
$Amc, $Nakd , $MSFT https://t.co/Dnn5nZ2vuj",2021-01-27 23:06:48+00:00,140,24,15,413,cannot digest also need fresh air amc nakd,neu,0.3182
569,569,wallstreetbets_,"AYYOOOOOOO C
#WSB $GME $BB $PLTR $PSTH $MSFT $TSLA $AMC $AMD $BBBY $PTON $SQ $KOSS https://t.co/8Jp8L1lpr3",2021-01-27 22:53:26+00:00,58273,89,145,1140,ayyooooooo c gme bb pltr psth tsla amc amd bbby pton sq kos,neu,0.0
570,570,wallstreetbets_,"Size doesn’t matter... right?
#WSB $GME $NOK $KODK $BBBY $SPCE $KOSS $TSLA $MSFT $AAPL $AMC $AMD $SQ $PTON $PLTR https://t.co/CHYxuALXkA",2021-01-27 22:09:28+00:00,58273,43,72,914,size matter right gme nok kodk bbby spce kos tsla aapl amc amd sq pton pltr,neu,0.0258
572,572,wallstreetbets_,"Some REMINEM to close it out
 #WSB $GME $SPCE $BBBY $KODK $NOK $PLTR $TSLA $MSFT $PTON $SQ $PSTH $BABA $NIO $AAPL https://t.co/wucx5yssrK",2021-01-27 20:20:57+00:00,58273,39,112,682,reminem close gme spce bbby kodk nok pltr tsla pton sq psth baba nio aapl,neu,0.0
573,573,wallstreetbets_,"I’m not crying, you’re crying 
#WSB $GME $BB $PLTR $TSLA $BBBY $NOK $KODK $SRNE $AMC $EXPR $PTON $BABA $MSFT $AAPL $AMZN https://t.co/a5hXdsHuuf",2021-01-27 19:23:07+00:00,58273,249,1718,11625,cry cry gme bb pltr tsla bbby nok kodk srne amc expr pton baba aapl amzn,neu,-0.7351
574,574,wallstreetbets_,"Ma’am, this is a Wendy’s... #WSB $GME $NOK $KODK $INO $EXPR $CVM $AMC $SPCE $AMD $BB $SRNE $TSLA $AAPL $MSFT $NIO $BABA https://t.co/7aHPlQysSH",2021-01-27 18:41:00+00:00,58273,23,58,555,wendy gme nok kodk ino expr cvm amc spce amd bb srne tsla aapl nio baba,neu,0.0
575,575,wallstreetbets_,✍🏼✍🏼✍🏼... noted #WSB $GME $BB $TSLA $MSFT $BBBY $NOK $KODK $AMC $AMD $SQ $PSTH $WSB $SPCE $CVM $EXPR $SRNE https://t.co/RxnDwaAdkj,2021-01-27 17:35:16+00:00,58273,26,49,464,note gme bb tsla bbby nok kodk amc amd sq psth wsb spce cvm expr srne,neu,0.0
576,576,CaptFinancial,"In other news, here are stocks that are trending in conversation, besides $GME and $AMC:

1. $NAKD
2. $CLOV
3. $FUBO
4. $NOK
5. $BB
6. $EXPR
7. $LOTZ 
8. $SNDL
9. $RKT
10. $BBBY
+ $UWMC  $TSLA $KODK $PLTR $SOS $MSFT $SPCE $CCIV $KMPH $CRSR

Stay focused! https://t.co/9jLC9lq5Lg https://t.co/lAsQE0o6P6",2021-01-27 17:10:48+00:00,31109,95,323,1249,news stock trend conversation besides gme amc nakd clov fubo nok bb expr lotz sndl rkt bbby uwmc tsla kodk pltr so spce cciv kmph crsr stay focus,neu,0.0
577,577,wallstreetbets_,"You cant put a price on handjobs, man #WSB $GME $PLTR $SPCE $CLVS $BBBY $KODK $AMC $EXPR $PSTH $BB $MAC $GLBS $TSLA $MSFT $AAPL https://t.co/6jpnf4EMId",2021-01-27 16:27:33+00:00,58273,23,52,416,cant put price handjobs man gme pltr spce clvs bbby kodk amc expr psth bb mac glbs tsla aapl,neu,0.0
578,578,Investingcom,$GME $AMC $TSLA $MSFT $AMZN $AAPL $AMD $BB $FB $PLUG https://t.co/HvsAILpFdk,2021-01-27 15:57:12+00:00,599550,14,58,203,gme amc tsla amzn aapl amd bb fb plug,neu,0.0
579,579,wallstreetbets_,Bizarro Jerry!! #WSB $GME $BB $SPCE $PSTH $KODK $MAC $EXPR $AMC $AMD $TSLA $MSFT $AAPL $CLVS https://t.co/o3NuSK4sp5,2021-01-27 15:23:53+00:00,58273,22,32,343,bizarro jerry gme bb spce psth kodk mac expr amc amd tsla aapl clvs,neu,0.0
581,581,wallstreetbets_,Anyone else oddly rock-hard? #WSB $GME $BB $NIO $TSLA $BABA $PLTR $AMC $AMD $MSFT $PSTH $BBBY $SPY $SPCE https://t.co/omqsjDRDfD,2021-01-27 13:50:40+00:00,58273,38,72,441,anyone else oddly rock hard gme bb nio tsla baba pltr amc amd psth bbby spy spce,neu,-0.1027
582,582,StockMKTNewz,"GameStop $GME was the #1 most traded stock today by Dollar Volume 

$GME had more $$$ traded then Amazon $AMZN and Microsoft $MSFT combined 😂😂

I still can’t fully believe the message I just typed out",2021-01-27 01:14:38+00:00,117634,10,26,268,gamestop gme trade stock today dollar volume gme trade amazon amzn combine still fully believe message type,neu,0.1779
583,583,wallstreetbets_,"Be happy for people, many lives changing! #WSB $GME $BB $PLTR $TSLA $AMC $NOK $NIO $AMD $MSFT $BBBY $KODK https://t.co/YprzYGXt95",2021-01-26 23:13:31+00:00,58273,84,160,2214,happy people many life change gme bb pltr tsla amc nok nio amd bbby kodk,neu,0.5719
584,584,Matt_Cochrane7,"1/ Let's talk about $MSFT since it just reported earnings and it looks like it's up nicely in AH trading.

Such a great company, let's look at the results and I'll share a few thoughts.",2021-01-26 21:54:31+00:00,29018,12,41,358,let talk since report earn look like nicely ah trade great company let look result share think,neu,0.8934
587,587,KessanMan,"マイクロソフト決算
Microsoft (NASDAQ:MSFT) Q2'21
EPS $2.03 (+34% Y/Y) 予想＋$0.39
売上 $43.08B (+16.7% Y/Y) 予想＋$2.9B

Azure +50%成長(CC 48%成長)

時間外株価 +6%上昇
https://t.co/TS87hjocTF https://t.co/XykKEqWXvV",2021-01-26 21:12:10+00:00,99307,2,116,499,nasdaq q2 eps 08b 9b azure cc,neu,0.0
588,588,DeItaone,"*Microsoft Returned $10B to Shareholders in 2Q Via Buybacks and Dividends
$MSFT",2021-01-26 21:09:33+00:00,383415,3,35,288,return 10b shareholder 2q via buyback dividend,neu,0.0
589,589,RampCapitalLLC,I’m just glad I sold $MSFT yesterday before the 5% rally after beating earnings.,2021-01-26 21:07:16+00:00,259315,59,13,638,glad sell yesterday rally beat earn,neu,0.4588
590,590,CNBCnow,EARNINGS: Microsoft Q2 EPS $2.03 vs. $1.64 Est.; Q2 Revs. $43.08B vs. $40.18B Est. • $MSFT https://t.co/WWucfV7yfE https://t.co/jkRQQwX6H2,2021-01-26 21:05:44+00:00,699155,31,227,629,earn q2 eps v est q2 rev 08b v 18b est,neu,0.0
