Unnamed: 0,Unnamed: 0.1,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,flair_sentiment,flair_sentiment_score,vader_sentiment,vader_score,finbert_sentiment,finbert_score
184,184,DeItaone,"*YOUTUBE TV IS REMOVED FROM ROKU: AXIOS
$GOOGL 
$ROKU",2021-04-30 12:11:18+00:00,383208,26,35,205,youtube tv remove roku axios roku,NEGATIVE,0.9997,neg,0.0,neutral,0.9377330541610718
185,185,charliebilello,"At $7.5 trillion, the combined market cap of Apple, Microsoft, Amazon, and Google is higher than the GDP of every country in the world with the exception of the US and China.

$AAPL $MSFT $AMZN $GOOGL

Charting via @ycharts https://t.co/HHhN6aJKL7",2021-04-29 20:29:38+00:00,311985,54,321,862,trillion combine market cap apple microsoft amazon high gdp every country world exception u china aapl msft amzn chart via,NEGATIVE,0.9267,neg,0.0,neutral,0.8994504809379578
186,186,charliebilello,"Q1 Revenue Growth, YoY % Change...
Tesla $TSLA: +73.6%
Apple $AAPL: +53.6%
Facebook $FB: +47.5%
Amazon $AMZN: +43.8%
Google $GOOGL: +34.4%
Netflix $NFLX: +24.1%
Microsoft $MSFT: +19.1%
S&amp;P 500 $SPY: +5.6%",2021-04-29 20:22:59+00:00,311985,94,635,2622,q1 revenue growth yoy change tesla tsla apple aapl facebook fb amazon amzn netflix nflx microsoft msft amp p spy,POSITIVE,0.9063,neg,0.0,neutral,0.7470709085464478
187,187,garyblack00,"$TSLA valuation remains insanely cheap on any relative measure of valuation. On my 2022 EPS of $9.60, $TSLA now trades at a 2022 P/E of 70x, or 1.3x my estimated 2021-2025 EPS growth of +55%.  No mega cap stock is that cheap  - not GOOGL 1.4x, not $FB 1.4x, not $AMZN 1.7x. https://t.co/xM0jiOzfEO",2021-04-29 17:06:30+00:00,85541,57,121,947,tsla valuation remain insanely cheap relative measure valuation eps tsla trade p e 70x 3x estimate eps growth mega cap stock cheap 4x fb 4x amzn 7x,NEGATIVE,0.9993,neg,0.0,neutral,0.848154604434967
189,189,NorthmanTrader,"$GOOGL: $50B buyback
$AAPL: $90B buyback

Powell: Things are so dire we must continue crisis level printing at $120B per month.",2021-04-28 20:40:02+00:00,305833,48,152,1110,50b buyback aapl 90b buyback powell thing dire must continue crisis level print 120b per month,NEGATIVE,0.8925,neg,0.0,neutral,0.9093238711357117
190,190,karenfinerman,Here’s why $GOOG is up more than $GOOGL. $GOOG is the company’s Class C shares. The company said in their 10-Q the entire $50B repurchase will be in Class C shares.,2021-04-28 17:03:45+00:00,82998,26,19,250,goog goog company class c share company say q entire 50b repurchase class c share,NEGATIVE,0.9255,neg,0.0,neutral,0.9477633833885193
191,191,sweatystartup,"And ad revenue this year is 50% higher than ad revenue last year.

Absolutely insane growth at this scale.

3 shares of $GOOGL may put my kids through college 🤯🤯",2021-04-28 02:12:07+00:00,158286,10,7,224,ad revenue year high ad revenue last year absolutely insane growth scale share may put kid college,POSITIVE,0.9506,neg,0.0,positive,0.7786316871643066
192,192,TidefallCapital,For everyone regretting not buying a megacap high growth tech stock like $GOOGL at 20x forward earnings ex-cash. $FB is trading at that exact level right now. ($303.6 - $32 cash / '22 est $13.58),2021-04-28 01:17:48+00:00,25812,23,28,386,everyone regret buy megacap high growth tech stock like 20x forward earn ex cash fb trade exact level right cash est,NEGATIVE,0.9945,neg,0.0,neutral,0.890368640422821
193,193,charliebilello,"Google Revenue (Billions)...
2021(est): 232
2020: 183
2019: 162
2018: 137
2017: 111
2016: 90
2015: 75
2014: 66
2013: 56
2012: 46
2011: 38
2010: 29
2009: 24
2008: 22
2007: 17
2006: 11
2005: 6.1
2004: 3.2* (IPO: Aug 2004)
2003: 1.5
2002: 0.44
2001: 0.09
2000: 0.02
$GOOGL",2021-04-27 22:15:10+00:00,311984,9,75,373,revenue billion est ipo aug,POSITIVE,0.9038,neg,0.0,neutral,0.9427569508552551
194,194,RichLightShed,"YouTube 2.5x Netflix time spent daily

Google mgmt just said @YouTube over 1 bn hours streamed per day 

@Netflix has 207 million subs with ~2 hours watched/day, so around 400 million hours streamed daily

Linear TV's future is grim (at best)

$NFLX $GOOGL",2021-04-27 21:28:35+00:00,46105,19,60,487,youtube 5x netflix time spend daily mgmt say bn hour stream per day million sub hour watch day around million hour stream daily linear tv future grim best nflx,NEGATIVE,0.6469,neg,0.0,neutral,0.9274212718009949
195,195,NorthmanTrader,Weird how $GOOGL thinks putting $50B into buybacks is a better investment than putting it all into #Bitcoin 🤔,2021-04-27 21:08:27+00:00,305833,85,66,1031,weird think put 50b buyback good investment put,NEGATIVE,0.9203,neg,0.0,neutral,0.5212973952293396
196,196,Butamaru_Butako,"Google $GOOGL 今日の決算予想を上回る。

YouTube とGoogle Cloud の成長が目立つ。EPS40％予想を上回るサプライズ

売上34％増
営業利益30％増
Google 検索 $ 23.14%
YouTube ads 32.76%
Google Network 23.19%
Google 広告 24.44%
Google other 31.71%
Google サービス 25.36%
Google Cloud 31.38% https://t.co/DW47u2IH6o",2021-04-27 20:34:14+00:00,32106,1,36,230,youtube cloud eps40 youtube ad network cloud,POSITIVE,0.8915,neg,0.0,neutral,0.942072868347168
198,198,RampCapitalLLC,$GOOGL is now +50% since the Justice Department sued them in October for violating antitrust laws,2021-04-27 20:15:27+00:00,259301,15,62,1104,since justice department sue october violate antitrust law,NEGATIVE,0.996,neg,0.0,negative,0.7696770429611206
199,199,Investingcom,"*ALPHABET APPROVED BUYBACK OF ADDITIONAL $50B OF CLASS C STOCK

$GOOGL $GOOG",2021-04-27 20:06:34+00:00,599480,8,34,201,alphabet approve buyback additional 50b class c stock goog,NEGATIVE,0.9872,neg,0.0,neutral,0.88072669506073
200,200,CNBCnow,"EARNINGS: Alphabet Q1 EPS $26.29 vs. $15.82 Est.; Q1 Revs. $55.31B vs. $51.70B Est. • $GOOGL 
https://t.co/H2jUC8UDJX",2021-04-27 20:04:33+00:00,699136,19,171,611,earn alphabet q1 eps v est q1 rev 31b v 70b est,NEGATIVE,0.5223,neg,0.0,neutral,0.919818639755249
201,201,Beth_Kindig,"Today we preview the biggest week of Q1 earnings, with over 45% of the S&amp;P’s market cap set to report.

$AMZN $FB $AAPL $GOOGL $MSFT $TSLA $SHOP $AMD $PINS $TDOC $NIO $TWTR https://t.co/6t4Hb7fFJl",2021-04-26 16:25:53+00:00,99088,7,39,219,today preview big week q1 earn amp p market cap set report amzn fb aapl msft tsla shop amd pin tdoc nio twtr,POSITIVE,0.9517,neg,0.0,neutral,0.8736624717712402
202,202,JesseCohenInv,$AAPL $GOOGL $AMZN $MSFT $TSLA (via @BloombergTV) https://t.co/rnvhBhk0Jl,2021-04-26 14:39:29+00:00,33306,6,49,209,aapl amzn msft tsla via,NEGATIVE,0.7745,neg,0.0,neutral,0.9171225428581238
203,203,JesseCohenInv,"Big Tech is the highlight of the earnings calendar, with Apple, Microsoft, Amazon, Alphabet, Facebook and Tesla all releasing results.

These 6 stocks have a market cap of just about $9 trillion.

$AAPL: $2.21T
$MSFT: $1.93T
$AMZN: $1.66T
$GOOGL: $1.52T
$FB: $842B
$TSLA: $700B https://t.co/gYrIvtCMwZ",2021-04-26 13:07:27+00:00,33306,9,57,227,big tech highlight earn calendar apple microsoft amazon alphabet facebook tesla release result stock market cap trillion aapl 21t msft 93t amzn 66t 52t fb 842b tsla 700b,POSITIVE,0.9857,neg,0.0,neutral,0.9138730764389038
204,204,Melt_Dem,"Q1 earnings week is upon us...

$TSLA, $GOOGL, $MSFT, $FB, $AAPL, $AMZN, $TWTR

let's see who put #Bitcoin on their balance sheet",2021-04-26 12:30:52+00:00,214903,55,155,1296,q1 earn week upon u tsla msft fb aapl amzn twtr let see put balance sheet,POSITIVE,0.9825,neg,0.0,neutral,0.9407758712768555
205,205,Investingcom,$FB $AAPL $AMZN $MSFT $GOOGL $TSLA https://t.co/TvUHu5QqtT,2021-04-26 03:30:26+00:00,599480,4,47,315,fb aapl amzn msft tsla,NEGATIVE,0.9487,neg,0.0,neutral,0.9169539213180542
206,206,PandaOptions,"Pandas Weekly Watchlist 🐼

$AAPL 138c over 136, 130p under 131
$TSLA 770c over 755, 680p under 700
$AMD 86c over 84.75, 77p under 78
$NIO 43c over 42, 33p under 34
$GOOGL 2330c over 2306, 2200p under 2228
$SE 265c over 262, 235p under 240",2021-04-25 21:46:12+00:00,33136,8,26,249,panda weekly watchlist aapl 138c 130p tsla 770c 680p amd 86c 77p nio 43c 33p 2330c 2200p se 265c 235p,POSITIVE,0.9923,neg,0.0,neutral,0.9396613836288452
207,207,Stephanie_Link,"Busy eps week:  
top 5 $SPX names reporting - $AAPL, $MSFT, $AMZN, $GOOGL, $FB - 22.4% of $SPX - all reporting in one week, which has only happened 4 other times.",2021-04-25 16:27:28+00:00,98442,27,51,329,busy eps week top spx name report aapl msft amzn fb spx report one week happen time,NEGATIVE,0.9815,neg,0.0,neutral,0.7909002304077148
208,208,JesseCohenInv,"💥 This Week's Most Notable #Earnings (via @eWhispers)

Mon: $TSLA
Tues: $MSFT $GOOGL $AMD $PINS $V $SBUX $UPS $MMM $GE $TXN
Wed: $AAPL $FB $BA $F $SHOP $TDOC $SPOT $QCOM $EBAY $YUM
Thurs: $AMZN $TWTR $NIO $MCD $CAT $MA $GILD $MRK $DPZ $MO
Fri: $XOM $CVX $AZN $ABBV $CLX $CL

$SPY https://t.co/gtYDagEtIq",2021-04-25 11:52:19+00:00,33306,8,64,230,week notable via mon tsla tues msft amd pin v sbux up mmm ge txn wed aapl fb ba f shop tdoc spot qcom ebay yum thurs amzn twtr nio mcd cat gild mrk dpz mo fri xom cvx azn abbv clx cl spy,POSITIVE,0.9933,neg,0.0,neutral,0.8833420276641846
209,209,OMillionaires,"Some implies moves for #earnings next week:

$TSLA 8.0%
$MSFT 3.5%
$GOOGL 4.7%
$AMZN 4.5%
$FB 5.8%
$AAPL 4.5%
$SHOP 7.3%
$PINS 12.9%
$SPOT 7.9%
$TDOC 8.4%
$TWTR 10.3%
$BA 4.4%
$NIO 9.5%
$MCD 2.8%
$SBUX 3.9%
$DPZ 5.8%
$SWKS 5.2%
$ENPH 11.4%
$V 2.9%
$UPS 4.9%",2021-04-25 11:04:09+00:00,105645,20,108,492,imply move next week tsla msft amzn fb aapl shop pin spot tdoc twtr ba nio mcd sbux dpz swks enph v up,NEGATIVE,0.6111,neg,0.0,neutral,0.783443033695221
210,210,eWhispers,"#earnings for the week 

https://t.co/lObOE0dgsr 

$AAPL $TSLA $AMD $AMZN $MSFT $FB $NIO $BA $UPS $PINS $GE $SHOP $GOOGL $QCOM $XOM $F $MMM $ABBV $ACI $TWTR $X $SPOT $TDOC $CL $V $CAT $LLY $ENPH $SAND $OTIS $SWKS $CROX $MRK $RTX $MCD $SBUX $OSTK $BP $NXPI $DPZ $BMY $MA $GLW $CHKP https://t.co/wR4Snpnea0",2021-04-24 14:36:51+00:00,283526,70,812,1958,week aapl tsla amd amzn msft fb nio ba up pin ge shop qcom xom f mmm abbv aci twtr x spot tdoc cl v cat lly enph sand otis swks crox mrk rtx mcd sbux ostk bp nxpi dpz bmy glw chkp,POSITIVE,0.9835,neg,0.0,neutral,0.8717599511146545
211,211,Dividend_Dollar,"A stock correcting today doesn't worry me because all I'm worried about is where it will be in 20, 30, or 40 years!

$GOOGL
$DMTK
$AAPL
$RDFN
$MSFT
$CRWD
$TDOC
$SQ
$HD
$ABBV
$BRK.B
$SKLZ
$SE
$SPOT
$DIS
$SBUX
$V
$JNJ
$ROKU
$ETSY

20 stocks I think will outperform over the years",2021-04-24 14:15:00+00:00,29591,27,47,356,stock correct today worry worry year dmtk aapl rdfn msft crwd tdoc sq hd abbv brk b sklz se spot dis sbux v jnj roku etsy stock think outperform year,NEGATIVE,0.9934,neg,0.0,positive,0.548974871635437
212,212,NekoStocks,"来週の決算

4/26 AH $TSLA $NXPI
4/27 PM $UPS $MMM $LLY $NVS $SSTK
4/27 AH $AMD $MSFT $GOOGL $PINS $V $ENPH
4/28 PM $SHOP $SPOT $DISCA
4/28 AH $AAPL $FB $TDOC $NOW $QCOM
4/29 PM $MCD $MA $TMO $MRK
4/29 AH $AMZN $NIO $TEAM $ZEN $MVIS $GILD
4/30 PM $AZN $ABBV

テック＆ヘルスケア祭？",2021-04-24 01:58:02+00:00,29674,1,66,308,ah tsla nxpi pm up mmm lly nv sstk ah amd msft pin v enph pm shop spot disca ah aapl fb tdoc qcom pm mcd tmo mrk ah amzn nio team zen mvis gild pm azn abbv,POSITIVE,0.9886,neg,0.0,neutral,0.9030689001083374
213,213,CountDankulaTV,I googl big boob and get 2 billion result,2021-04-22 23:23:05+00:00,289575,23,36,1281,big boob get billion result,NEGATIVE,0.9181,neg,0.0,neutral,0.8117470741271973
214,214,alsabban1982,"▪️شركات
سيارات و طاقة $TSLA
وحوش $MSFT $GOOGL
تقنيةوانترنت $AAPL $FB $AMZN
أشباه موصلات $TSM

▪️صناديق هادئة
طاقةشمسية $TAN
طاقةبديلة $ICLN
 صناعة $XLI
ادويةوصيدلة $XLV

▪️صناديق نشطة
جينات $ARKG
انترنت المستقبل $ARKW

▪️سلع☠
مناجم ذهب $GOLD $KL
مناجم عملات (ر) $RIOT $MARA $CLSK https://t.co/a4Zky15nJf",2021-04-22 19:57:46+00:00,134783,7,32,611,شركات سيارات و طاقة tsla وحوش msft تقنيةوانترنت aapl fb amzn أشباه موصلات tsm صناديق هادئة طاقةشمسية tan طاقةبديلة icln صناعة xli ادويةوصيدلة xlv صناديق نشطة جينات arkg انترنت المستقبل arkw سلع مناجم ذهب gold kl مناجم عملات ر riot mara clsk,POSITIVE,0.9621,neg,0.0,neutral,0.865498960018158
216,216,PandaOptions,"Pandas Weekly Watchlist 🐼

$AAPL 136c over 135, 130p under 131
$NVDA 660c over 650, 600p under 615
$GOOGL 2350c over 2300, 2200p under 2229
$PYPL 280c over 278, 265p under 266
$WMT 142c over 141, 136p under 138
$CAT 240c over 237, 225p under 227",2021-04-18 21:59:08+00:00,33136,13,32,285,panda weekly watchlist aapl 136c 130p nvda 660c 600p 2350c 2200p pypl 280c 265p wmt 142c 136p cat 240c 225p,POSITIVE,0.9916,neg,0.0,neutral,0.9347620606422424
217,217,DividendsDad,"Investing in $GOOGL the first time I made an internet search would have been smart

Investing in $AMZN the first time I made an online order would have been smart

Investing in $AAPL the first time I bought an IPhone would have been smart

Lookout for the next smart investment 👀",2021-04-18 16:03:36+00:00,4649,71,90,664,invest first time make internet search would smart invest amzn first time make online order would smart invest aapl first time buy iphone would smart lookout next smart investment,POSITIVE,0.6619,neg,0.0,neutral,0.8599263429641724
218,218,wayvfess,"translate dari googl* lens weibo winwin! bar yg dihapus. maaf ya kalo translatenya ada yg gak sesuai krna ngetranslatenya dari googl* trans

baris-baris terakhirnya bawang bangett wwbar😭😭
“saat kami datang, kami tidak akan pergi”😭😭😭

cr. asli foto  (cont..) https://t.co/TIqLpjevF7",2021-04-17 09:17:06+00:00,75404,27,73,651,translate dari lens weibo winwin bar yg dihapus maaf ya kalo translatenya ada yg gak sesuai krna ngetranslatenya dari trans bari bari terakhirnya bawang bangett wwbar saat kami datang kami tidak akan pergi cr asli foto cont,POSITIVE,0.5191,neg,0.0,neutral,0.9223961234092712
219,219,tradingview,"Market caps

1. Apple $AAPL $2.2 trillion
2. All cryptos combined $2.1T
3. Microsoft $MSFT $1.9T
4. Aramco $1.8T
5. Amazon $AMZN $1.7T
6. Alphabet $GOOGL $1.5T
7. #Bitcoin $1.2T
8. Facebook $FB $890B
9. Tencent $760B
10. Tesla $TSLA $730B

Note: Gold market cap ~$10 trillion",2021-04-13 19:35:01+00:00,320643,40,256,1125,market cap apple aapl trillion cryptos combine 1t microsoft msft 9t aramco 8t amazon amzn 7t alphabet 5t 2t facebook fb 890b tencent 760b tesla tsla 730b note gold market cap trillion,POSITIVE,0.9903,neg,0.0,neutral,0.8582068681716919
220,220,PandaOptions,"Time for some Chart Requests! 🐼
 
- Limit 1 per person
- No penny stocks
- Will do as many as I can 

Please Like and Retweet! Thank you

$SPY $AMZN $AAPL $BA $NFLX $GOOGL $SHOP $TSLA $AMD $ROKU $NVDA $FB $TTD $PYPL $DOCU $CCIV $ETSY $SQ $MSFT $BABA $ZM #StocksToWatch",2021-04-10 15:01:47+00:00,33136,196,65,269,time chart request limit per person penny stock many please like retweet thank spy amzn aapl ba nflx shop tsla amd roku nvda fb ttd pypl docu cciv etsy sq msft baba zm,NEGATIVE,0.7576,neg,0.0,neutral,0.9204863905906677
221,221,EliteOptions2,"Learn to identify momentum and you will separate yourself from everyone else 🚀

$GOOGL  2150C  $12.00  -&gt; $120.00
$FB          305C     $3.10   -&gt; $11.00
$AMZN    3250C  $15.00 -&gt; $122.10
$ROKU    350C    $5.40  -&gt; $27.55
$SQ         240C    $3.50 -&gt; $24.87 https://t.co/h4m2fRQtaT",2021-04-09 20:05:03+00:00,82111,21,21,332,learn identify momentum separate everyone else 2150c gt fb 305c gt amzn 3250c gt roku 350c gt sq 240c gt,POSITIVE,0.9124,neg,0.0,neutral,0.8739244937896729
222,222,ZARTechnical,"The most relevant speech of our time 

$FB $GOOGL $TWTR https://t.co/BW9MSa0wjo",2021-04-09 04:44:24+00:00,2764,20,177,657,relevant speech time fb twtr,POSITIVE,0.7572,neg,0.0,neutral,0.9413361549377441
223,223,Stash,"🔍 i want $GOOGL bonus stock
🔍 how do i join the #StashStockParty?
🔍 best things to do at 8 p.m. ET

https://t.co/itRKsNPGPc https://t.co/KzvqzzLw7D",2021-04-07 18:25:11+00:00,122217,84,220,570,want bonus stock join best thing p et,NEGATIVE,0.9879,neg,0.0,neutral,0.920791745185852
224,224,MadThunderdome,$GOOGL saying hotel searches in US at a 10-year high. If you haven't already book your summer trips now.,2021-04-07 13:29:56+00:00,15283,12,27,295,say hotel search u year high already book summer trip,NEGATIVE,0.5512,neg,0.0,neutral,0.7596808075904846
225,225,garyblack00,"If 10yr Treas ylds remain stable, FAANG+MT stocks should outperform as we enter the 1Q earnings period. With strong post-covid revenues and leveraged cost structures (no travel, working from home), 1Q earnings and guidance should be excellent. $aapl $msft $googl $amzn $fb $tsla",2021-04-06 11:49:56+00:00,85541,12,22,390,10yr treas ylds remain stable faang mt stock outperform enter 1q earn period strong post covid revenue leverage cost structure travel work home 1q earn guidance excellent aapl msft amzn fb tsla,NEGATIVE,0.5692,neg,0.0,positive,0.9101051092147827
226,226,ripster47,"#wrap #recap (1st - 5th April)

Alerts + Ideas 
$MARA 46&gt;55💰
$TSLA 655-&gt;715 💰
$MSFT 240&gt;249 💰
$GOOGL 2145&gt;2228 100% 2200c 💰
$FB 300/305&gt;310 100%  310c 💰

SPY/QQQ Guidance Alerts

$SPY 398-&gt;406 💰
$QQQ 317-&gt;331💰

Others
$AMPG $SSNT

*All Timestamped",2021-04-05 21:32:33+00:00,243239,22,15,252,1st 5th april alert idea mara gt tsla gt msft gt gt 2200c fb gt 310c spy qqq guidance alert spy gt qqq gt others ampg ssnt timestamped,NEGATIVE,0.8306,neg,0.0,neutral,0.936638355255127
228,228,ripster47,"#tradingtips 
What did I say about Trend?

Quit buying dips in FOMO!

Wait for Trend Day to build, confirmation!
Buy high Sell higher $MSFT $FB $GOOGL $TSLA

If you listen to my teachings , you all should have done well🙏",2021-04-05 16:11:05+00:00,243239,13,15,315,say trend quit buy dip fomo wait trend day build confirmation buy high sell high msft fb tsla listen teach do well,NEGATIVE,0.9952,neg,0.0,neutral,0.7674879431724548
229,229,TeslaPodcast,"Looking back:

""For us, #Tesla is not a competitor at all,"" Krafcik said.

""It is a misconception that you can just keep developing a driver assistance system until one day you can magically leap to a fully autonomous driving system.""

$TSLA $GOOGL

https://t.co/qTlOJepLO1",2021-04-02 17:56:45+00:00,118860,63,44,487,look back u competitor krafcik say misconception keep develop driver assistance system one day magically leap fully autonomous drive system tsla,NEGATIVE,0.653,neg,0.0,neutral,0.8746663331985474
230,230,TrungTPhan,"3/ The Google winners 

◻️Sequoia/Kleiner - GOOGL (1999): $13m --&gt; $20B (1500x)
◻️Jeff Bezos - Google (1998): $250k --&gt; $5B (20,000x)
◻️Andy Bechrolsheim - Google (1998): $100k --&gt; $1.5B (15,000x)",2021-04-02 15:37:23+00:00,212887,7,40,428,winner sequoia kleiner 13m gt 20b 1500x jeff bezos 250k gt 5b 000x andy bechrolsheim 100k gt 5b 000x,POSITIVE,0.9998,neg,0.0,neutral,0.9193053245544434
231,231,studioincendo,"Today #CarrieLam said the Information Technologies sector troubles her a lot “IT Workers are not accredited professionals”

Does she know AAPL, MSFT, AMZN, GOOGL, FB &amp; Tesla accounting for nearly 25% of the total market value of S&amp;P 500? Thought the gov has been pushing high tech",2021-03-30 12:40:24+00:00,34313,11,281,322,today say information technology sector trouble lot worker accredit professional know aapl msft amzn fb amp tesla account nearly total market value amp p think gov push high tech,POSITIVE,0.8513,neg,0.0,negative,0.8069491982460022
232,232,skaushi,"JP Morgan Best Ideas

$AMZN OW PT $4400
$GOOGL OW PT $2390
$PTON OW PT $200
$FB OW PT $360
$TWTR OW PT $91
$LYFT OW PT $68",2021-03-29 16:31:20+00:00,42875,16,32,293,jp morgan best idea amzn ow pt ow pt pton ow pt fb ow pt twtr ow pt lyft ow pt,POSITIVE,0.9399,neg,0.0,neutral,0.9173932671546936
234,234,volkankoc0681,Bugün çoğu kişi izinli canları sevmeye gelin lütfen.googl patiliköy köpek sığınağı Gölbaşı yazın konum çıkıyor https://t.co/43dcS0imm8,2021-03-28 07:59:42+00:00,33779,1,85,482,bugün çoğu kişi izinli canları sevmeye gelin lütfen patiliköy köpek sığınağı gölbaşı yazın konum çıkıyor,POSITIVE,0.8238,neg,0.0,neutral,0.9102228283882141
235,235,alsabban1982,"$AAPL 100$
$ARKG 60$
$ARKW 100$
$BYND 100$
$CRSP 80$
$CSCO 35$
$CSIQ 100$
$CVS 60$
$FB 200$
$FRT 70$
$GOOGL 1400$
$GSK 30$
$PG 100$
$MP 30$
$MSFT 200$
$TSLA 300$
$JNJ 130$
$PFE 30$
$TSM 100$
$ICLN 20$
$TAN 80$
$NVO 55$
هذه امثلة لو وصلها السهم باعطيه الاولوية في الدفعات+التعديل",2021-03-26 21:22:11+00:00,134784,5,16,309,aapl arkg arkw bynd crsp csco csiq cv fb frt gsk pg mp msft tsla jnj pfe tsm icln tan nvo هذه امثلة لو وصلها السهم باعطيه الاولوية في الدفعات التعديل,POSITIVE,0.9932,neg,0.0,neutral,0.8869407773017883
236,236,QTRResearch,YouTube the ads are getting OUT OF FUCKING CONTROL. And I'm long $GOOGL too. Calm down.,2021-03-25 22:26:32+00:00,171475,102,31,748,youtube ad get fuck control long calm,NEGATIVE,0.9948,neg,0.0,neutral,0.6303629875183105
237,237,link_hound,"1st we had TSLA / USD @Tesla 

Then we had GOOGL / USD @Google 

Now we have the really BIG ONE 💥

AAPL / USD

Yeah, @Chainlink has just created an @Apple AAPL / USD OCR price feed

OCR Contract address: 0xc697FCA98f961169B53e80b718155b55fc1a17d5

#PoweredByChainlink https://t.co/z2em6dW0yv",2021-03-25 20:48:44+00:00,8016,21,114,465,1st tsla usd usd really big one aapl usd yeah create aapl usd ocr price fee ocr contract address 0xc697fca98f961169b53e80b718155b55fc1a17d5,NEGATIVE,0.9744,neg,0.0,neutral,0.8913869261741638
238,238,link_hound,"BOOM 💥 BOOM💥BOOM 💥 BOOOOOOOM 💥

@Google just got its very own @Chainlink OCR USD price feed 😉

GOOGL / USD

OCR contract address

0x43cBd8be1EbD180107f1e0E8fAcD80941F0c5075
 
#PoweredByChainlink https://t.co/Czf8wowkOt",2021-03-25 15:12:27+00:00,8016,24,212,812,boom boomboom booooooom get ocr usd price fee usd ocr contract address 0x43cbd8be1ebd180107f1e0e8facd80941f0c5075,NEGATIVE,0.9993,neg,0.0,neutral,0.9026745557785034
239,239,cperruna,"Throwback to Stock Trends for 2015

Biggest winner: $NVDA - $19.96
26x since, besting $TSLA

Notable names:
$AAPL $TSLA $GOOGL $MA $V $REGN $FB $BABA 

Original Blog post:
https://t.co/jUVGR5M0aC https://t.co/L0653sQHYL https://t.co/QC6cO2tL0P",2021-03-22 02:50:28+00:00,96584,19,12,215,throwback stock trend big winner nvda 26x since best tsla notable name aapl tsla v regn fb baba original blog post,POSITIVE,0.722,neg,0.0,neutral,0.921903669834137
240,240,Cardano247,"Institutions are gathering up the funding for $ADA right now.

It’ll be one of the most painful Shoulda-Coulda-Wouldas in the history of #crypto for those that turn a blind eye.

Those that said, “I shoulda bought AMZN, GOOGL, AAPL back then” will repeat history.

#Cardano #ADA",2021-03-20 23:34:09+00:00,4043,14,67,366,institution gather fund ada right one painful shoulda coulda wouldas history turn blind eye say shoulda buy amzn aapl back repeat history,NEGATIVE,0.9941,neg,0.0,neutral,0.9120243787765503
241,241,WallSt_Dropout,"Very soon, the market may go from pricing in earnings 'rebounds' to earnings 'growth.'  

Expected FCF CAGR '20-'22

$AMZN:  ~40%
$FB: ~25%
$CRM:  ~20%
$MSFT: ~15%
$NVDA:  ~35%
$GOOGL: ~20%
 
It's not fancy.",2021-03-16 12:52:37+00:00,8063,11,17,230,soon market may go price earn rebound earn growth expect fcf cagr amzn fb crm msft nvda fancy,NEGATIVE,0.7321,neg,0.0,positive,0.7502706050872803
242,242,ArkkDaily,"Cathie Wood &amp; Ark Invest's trade activity from today 3/15

Bought: Nvidia $NVDA $KSPILI $LC $IONS $BLI Twilio $TWLO $TER 3D $DDD $ESLT Pinduoduo $PDD $U

Sold: Taiwan Semi $TSM $HIMS Google $GOOGL Amazon $AMZN Apple $AAPL $SNAP Pinterest $PINS $SPLK $ROK $KMTUY $FLIR $DE $CAT https://t.co/tOWR1QIT5K",2021-03-15 22:57:02+00:00,77278,16,30,230,cathie wood amp ark invest trade activity today buy nvidia nvda kspili lc ion bli twilio twlo ter 3d ddd eslt pinduoduo pdd u sell taiwan semi tsm hims amazon amzn apple aapl snap pinterest pin splk rok kmtuy flir de cat,POSITIVE,0.983,neg,0.0,neutral,0.8448580503463745
243,243,UncommonYield,"With the next round of stimulus coming I’m going to give each one of my kids $100 for their brokerage accounts.

My oldest son is investing $25 into

$COST - Loves their hotdogs
$BRK.B - Geico commercials are funny
$TSLA - They look cool
$GOOGL - YouTube is the best",2021-03-14 15:26:33+00:00,12294,38,23,222,next round stimulus come go give one kid brokerage account old son invest cost love hotdog brk b geico commercial funny tsla look cool youtube best,NEGATIVE,0.9146,neg,0.0,neutral,0.9145739674568176
244,244,ArkkDaily,"Cathie Wood &amp; Ark Invest's trade activity from today 3/8

Bought: Draftkings $DKNG Sea Limited $SE $ROKU $KSPILI $JD $SEER $SDGR $RPTX $CDXS $BFLY $ACCD $FATE $BLI $BEAM $NIU $KTOS $ESLT $AONE $SKLZ

Sold: $FB $TSM $GOOGL $REGN $RHHBY $ICE $PYPL $DE $CAT $AMZN $NFLX $BIDU $API https://t.co/Om7OPB3Jxw",2021-03-09 01:28:29+00:00,77278,22,44,275,cathie wood amp ark invest trade activity today buy draftkings dkng sea limit se roku kspili jd seer sdgr rptx cdxs bfly accd fate bli beam niu ktos eslt aone sklz sell fb tsm regn rhhby ice pypl de cat amzn nflx bidu api,POSITIVE,0.9485,neg,0.0,neutral,0.8367096781730652
245,245,ArkkDaily,"Cathie Wood &amp; Ark Invest's trade activity from today 3/5

$DKNG $Z $TSLA $ROKU $PLTR $SPCE $TTD $NVDA $PYPL $AAPL $AMZN $WKHS $SPOT $TCEHY $NTDOY $TDOC $GOOGL $FB https://t.co/BxtGQg9gZy",2021-03-05 23:40:34+00:00,77278,35,53,334,cathie wood amp ark invest trade activity today dkng z tsla roku pltr spce ttd nvda pypl aapl amzn wkhs spot tcehy ntdoy tdoc fb,POSITIVE,0.994,neg,0.0,neutral,0.8644591569900513
