Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,flair_sentiment,flair_sentiment_score,vader_sentiment,vader_score,finbert_sentiment,finbert_score,ticker
chamath,"It’s now $AAPL + $GOOG vs $FB. 

My short is paying off...

https://t.co/lJqn4zRnPn",2021-03-03 17:31:13+00:00,1538477,814,604,5228,goog v fb short pay,NEGATIVE,0.9224,neu,-0.1027,neutral,0.84073168,AAPL
HyenukChu,"Gracias por acompañarme en APM.
PT SE SSYS TGT▼ TSLA AA DECK FSLY (Sell rating) ABNB AVID COLM MS NOW SPCE
OI GME RKT GPS F KGC UBER AAPL APHA SNDL ITUB RLT
News DKNG (DISH) LVS (VICI) 
Patrones TRIP EOLS",2021-03-03 14:26:39+00:00,32783,30,11,241,gracias por acompañarme en apm pt se ssys tgt tsla aa deck fsly sell rat abnb avid colm m spce oi gme rkt gps f kgc uber apha sndl itub rlt news dkng dish lvs vici patrones trip eols,POSITIVE,0.516,neu,0.296,neutral,0.819126427,AAPL
jicchamatome,"👴が取り上げた今回の好決算銘柄
$ZM $AFRM $AI $U $RPRX $FVRR $ROKU $SQ $ZI $NVDA $RKT $ZS $CRM $VEEV $AAPL $FB $AMZN $GOOG $MSFT $NFLX $INTC $AMD $TEAM $BABA $BMY $PYPL $PINS $PTON $LYFT $TWTR $SONO $DIS $NTR $TSM $JPM $GS $MS $PG
*EPS・売上高・ガイダンスの3つが市場予想を上回る",2021-03-03 13:10:00+00:00,105370,7,118,966,zm afrm ai u rprx fvrr roku sq zi nvda rkt z crm veev fb amzn goog msft nflx intc amd team baba bmy pypl pin pton lyft twtr sono dis ntr tsm jpm g m pg eps3,POSITIVE,0.996,neu,0,neutral,0.898805201,AAPL
JesseCohenInv,"More ugly action in Big Tech + Tesla, but a lot of green elsewhere for the most part.

$AAPL $MSFT $AMZN $TSLA https://t.co/AvTnkkmarH",2021-03-02 21:13:03+00:00,33050,23,55,274,ugly action big tech tesla lot green elsewhere part msft amzn tsla,NEGATIVE,0.9998,neu,-0.5106,neutral,0.88630265,AAPL
BackpackerFI,"24 Multi-baggers in my portfolio over the past 3 years (still own 23 of them)-

$TSLA
$BTC
$NVDA
$AAPL
$SQ
$PINS
$APPS
$FSLY
$SE
$DMTK
$DKNG
$SPOT
$TWLO
$ETSY
$PLTR
$IIPR
$PENN
$TTD
$GRWG
$ROKU
$FVRR
$DIS
$RNG
$PLUG

Let your winners run.",2021-03-02 20:35:12+00:00,55487,26,17,292,multi bagger portfolio past year still tsla btc nvda sq pin apps fsly se dmtk dkng spot twlo etsy pltr iipr penn ttd grwg roku fvrr dis rng plug let winner run,POSITIVE,0.9829,neu,0.5859,neutral,0.849180281,AAPL
squawksquare,"CNBC said they have guest coming on to talk about $TSLA and the ""avalanche"" of competition coming. OMG. Stop! $TSLA is is position $AAPL was in 2007 when iPhone launched. Yes, there is ""some"" competition in space but Apple still dominates &amp; leads as will $TSLA for years to come.",2021-03-02 19:03:24+00:00,25385,38,44,591,cnbc say guest come talk tsla avalanche competition come omg stop tsla position iphone launch yes competition space still dominate amp lead tsla year come,NEGATIVE,0.5352,neu,0,neutral,0.844822288,AAPL
cameron,"Remember when Forest Gump said ""he don't have to worry about money no more"" because he got invested in ""some kinda fruit company""? 

He was referring to Apple $AAPL in 1994, pre-iPod, pre-iPhone, etc...that's #Bitcoin today. So much more left to go. 

https://t.co/bQMPyQ0JuW",2021-03-02 17:27:16+00:00,597498,139,214,1808,remember forest gump say worry money get invest kinda fruit company refer pre ipod pre iphone etc today much leave go,NEGATIVE,0.9999,neu,-0.4767,neutral,0.921383977,AAPL
GerberKawasaki,Very thorough and entertaining investment conversation with @realMeetKevin today. Definitely check this out. “Bitcoin &amp; Tesla vs All Investments: $1.8 BILLION AUM w/ Ross Gerber” https://t.co/Yywi5Q11KM via @YouTube $tsla #tesla $gme $nvda $aapl $pton $atvi,2021-03-02 04:41:42+00:00,174342,71,40,544,thorough entertain investment conversation today definitely check bitcoin amp tesla v investment billion aum w ross gerber via tsla gme nvda pton atvi,POSITIVE,0.9769,neu,0.6124,neutral,0.93099463,AAPL
WarlusTrades,"Markets look strong today!! $SPX $ES_F

Expecting upward momentum to continue through the week...

Seeing a lot of potential at $AAPL at current levels; looking to enter long tomorrow (Attempt 2)

Projection details and my EXACT trade plan are shown on the chart below 👇👇 https://t.co/wAGcDXBNTF",2021-03-02 00:14:00+00:00,55450,40,50,498,market look strong today spx es_f expect upward momentum continue week see lot potential current level look enter long tomorrow attempt projection detail exact trade plan show chart,POSITIVE,0.7911,neu,0.5106,neutral,0.827979982,AAPL
HeroDividend,"5 stocks I am holding for 10+ years🤩

$WM ♻️
$DLR 🏙
$HD 👷🏻‍♂️
$AAPL 🍎🍏
$AMZN 🎁🛍

What are your 5?

👇🏻",2021-03-01 21:25:23+00:00,31095,48,17,223,stock hold year wm dlr hd amzn,POSITIVE,0.7935,neu,0,neutral,0.872664332,AAPL
cameron,"$AAPL had cash (and equivalents) of $36B, marketable securities of $41B, and non-current marketable securities of $118B at end of 2020. So around $195B investment portfolio. A 1% investment into #Bitcoin would be a $1.95B purchase. Just the beginning. https://t.co/jO8YlP2iqs",2021-03-01 16:01:31+00:00,597497,165,168,1380,cash equivalent 36b marketable security 41b non current marketable security 118b end around 195b investment portfolio investment would 95b purchase begin,NEGATIVE,0.6389,neu,0.5859,neutral,0.929196835,AAPL
MarketRebels,$AAPL notes that all US stores are now open for the first time since March 2020.,2021-03-01 15:39:18+00:00,128604,5,37,269,note u store open first time since march,POSITIVE,0.5308,neu,0,neutral,0.755814493,AAPL
DeItaone,"APPLE INC - ALL APPLE U.S. STORES ARE OPEN AS OF TODAY FOR THE FIRST TIME SINCE MARCH 2020
$AAPL",2021-03-01 15:27:26+00:00,380432,18,259,1700,inc u store open today first time since march,POSITIVE,0.9742,neu,0,neutral,0.863521516,AAPL
Ryurku_ore,"$LUV 国内線は早く回復
$TWTR Next GAFAM
$SQ PoS需要回復期待
$DIS リカバリー
$DKNG スポーツ需要回復で↑
$LYFT リカバリー
$ENPH 再エネの雄＆国策
$FUTU 投資ブームの本命
$ETSY 神すぎる決算
$WISH 割安放置
$PTON 下げすぎの神
$FUBO LIVEのダークホース
$NIO 国策
$GE 工業株本命
$AAPL 神",2021-03-01 12:51:13+00:00,6562,2,59,567,luv twtr next gafam sq po dis dkng lyft enph futu etsy wish pton fubo live nio ge,NEGATIVE,0.5186,neu,-0.2263,neutral,0.884147286,AAPL
stocktalkweekly,"The last time @LucidMotors CEO Peter Rawlinson smirked like this, he was asked about the $CCIV merger. 

I'm not sure who he could be referring to as ""Silicon Valley... big company"" that is interested in an EV, besides $AAPL 

I'm sure $AAPL regrets missing out on $TSLA years ago https://t.co/gytIX5Xf6B",2021-03-01 03:49:18+00:00,81676,22,39,314,last time ceo peter rawlinson smirk like ask cciv merger sure could refer silicon valley big company interest ev besides sure regret miss tsla year ago,NEGATIVE,0.991,neu,0.6908,neutral,0.805858374,AAPL
The_RockTrading,Like I’ve mentioned. AAPL and lucid would make a interesting partnership. $CCIV https://t.co/5qiwXm5iD2,2021-03-01 03:45:16+00:00,110669,28,34,309,like mention lucid would make interest partnership cciv,POSITIVE,0.9856,neu,0.6705,neutral,0.932486534,AAPL
spac_culator,"$CCIV and $AAPL autonomous car. Here are the big clues @LucidMotors CEO dropped. He was about to say Apple but stopped his chatty lips. But he did grin. Too bad, the moderator wasn’t paying attention and didn’t probe deeper. @alexcutler247 @ChrisRandone @wsbmod https://t.co/FcorpZJZuD",2021-03-01 02:22:13+00:00,833,95,239,1333,cciv autonomous car big clue ceo drop say stop chatty lip grin bad moderator pay attention probe deep,NEGATIVE,0.9982,neu,-0.6249,neutral,0.844920397,AAPL
BullInvestors,Get this tweet famous  $amc $gme $sndl $nio $tsla $aapl $amzn https://t.co/iiFwNoTHRo,2021-03-01 01:28:58+00:00,272,24,138,543,get tweet famous amc gme sndl nio tsla amzn,NEGATIVE,0.9902,neu,0,neutral,0.922818542,AAPL
TikTokInvestors,"Me watching on my $1,300 keyboard-less email machine. $MSFT $AAPL https://t.co/EX6e18sNOp",2021-03-01 00:26:03+00:00,150188,56,187,1115,watch keyboard le email machine msft,POSITIVE,0.6369,neu,0,neutral,0.945746183,AAPL
LuisMiguelValue,"La inversión en $AAPL y el poder de las recompras por Warren Buffett.

Todo extraído de la carta que se publicó ayer:

""Comenzamos a comprar acciones de Apple a finales de 2016. A principios de julio de 2018 ya poseíamos algo más de mil millones de acciones de $AAPL.

¡Abro hilo! https://t.co/P6XOZYo6lb",2021-02-28 17:59:00+00:00,35689,7,52,265,la inversión en el poder de la recompras por warren buffett todo extraído de la carta que se publicó ayer comenzamos comprar acciones de finale de principios de julio de ya poseíamos algo más de mil millones de acciones de abro hilo,NEGATIVE,0.8083,neu,0,positive,0.653023124,AAPL
biancoresearch,"BTC's pattern is typical of disruption.

1980 $AAPL went public.  It had a 20x gain by 1982 and Jobs was on the cover of TIME .  It was indeed a transformational technology.

But as the chart shows, for the 20 YEARS an investor had NO GAINS and 5 drawdowns of 68% to 82%!

(2/3) https://t.co/OaSs7ESY7n",2021-02-28 16:35:13+00:00,128875,10,39,292,btc pattern typical disruption go public 20x gain job cover time indeed transformational technology chart show year investor gain drawdowns,NEGATIVE,0.9934,neu,0.6486,negative,0.837401688,AAPL
CapitalObserver,On Friday Cathie sold $AAPL and $FB to buy more $PLTR. She has been doing this for thee past 2 weeks. Significantly raising the risk of the portfolio with the S&amp;P 500 less than 4% off all time highs. What happens to her in a bear market?,2021-02-28 15:38:23+00:00,10161,146,39,483,friday cathie sell fb buy pltr thee past week significantly raise risk portfolio amp p le time high happen bear market,NEGATIVE,0.9012,neu,-0.2732,positive,0.541420639,AAPL
Investingcom,"*Buffett upbeat on U.S. and Berkshire, buys back stock even as pandemic hits results - https://t.co/fFBaKbwN34 

$BRKA $GM $VZ $AAPL $KO $KHC $BAC $AXP https://t.co/OpJnHhQfok",2021-02-28 13:35:00+00:00,594071,4,33,204,buffett upbeat u berkshire buy back stock even pandemic hit result brka gm vz ko khc bac axp,POSITIVE,0.7638,neu,0,neutral,0.674833715,AAPL
daniel_toloko,"Warren Buffett turned 90 a few months ago and he's still schooling all of us 

Legendary Investment in Apple $AAPL 👇 https://t.co/FMYWFNxeOV",2021-02-27 13:47:59+00:00,6024,43,110,966,warren buffett turn month ago still school u legendary investment,POSITIVE,0.9058,neu,0,neutral,0.687318683,AAPL
khrissy8,"Have a good weekend everyone. We're back at it on Monday! 

$ZOM $SNDL $GME $TLRY $APHA $TSLA $PLTR $AMC $BB $CRSP $AAPL $DIS $HYLN $OCGN $SPCE $AMD $MVIS $NIO $ZOM $WISH $NOK $AMZN $NVDA $DKNG $DOGE $BTC $CCIV https://t.co/Tv8P40JkW7",2021-02-27 00:56:57+00:00,199,27,54,341,good weekend everyone back monday zom sndl gme tlry apha tsla pltr amc bb crsp dis hyln ocgn spce amd mvis nio zom wish nok amzn nvda dkng doge btc cciv,POSITIVE,0.9935,neu,0.6808,neutral,0.813008189,AAPL
ArkkDaily,"Cathie Wood &amp; @ARKInvest trade activity from today 2/26

$SHOP $TDOC $GOOGL $SQ $PLTR $TWTR $BIDU $TSM $SNAP $ICE $PINS $REGN $ROKU $AMZN $AAPL $SPOT $PYPL $OPEN $JD $FB $CRM $BABA $TCEHY https://t.co/QULKRZK2z4",2021-02-27 00:02:08+00:00,77057,24,49,328,cathie wood amp trade activity today shop tdoc googl sq pltr twtr bidu tsm snap ice pin regn roku amzn spot pypl open jd fb crm baba tcehy,POSITIVE,0.9924,neu,0,neutral,0.878115535,AAPL
TrungTPhan,"Shaq made $300m in his career and his portfolio is insane:

*17 Auntie Anne’s Pretzels franchises
*40 24-Hour Fitness gyms
*150 car washes
*~155 Five Guys locations 
*$10m stake in Papa John’s 
*90s stake in $AAPL
*Sacramento Kings minority ownership",2021-02-26 17:15:58+00:00,202550,12,34,465,shaq make 300m career portfolio insane auntie anne pretzel franchise hour fitness gym car wash five guy location 10m stake papa john 90 stake sacramento king minority ownership,POSITIVE,0.7509,neu,-0.1531,neutral,0.94463563,AAPL
timothysykes,"To those giving me tips, no, your junk penny stock isn't curing cancer, finding billions worth of gold, the next $TSLA $AMZN $MSFT $NFLX $AAPL $PYPL or a replacement for #bitcoin these are just promoter schemes to lure in newbies with big dreams but will ALL FAIL just like always",2021-02-26 14:11:51+00:00,305573,26,31,209,give tip junk penny stock cure cancer find billion worth gold next tsla amzn msft nflx pypl replacement promoter scheme lure newbie big dream fail like always,NEGATIVE,0.9223,neu,-0.5423,neutral,0.846206903,AAPL
michaelsantoli,"They said it couldn't be done: 

The Big Five that make up 20% of S&amp;P 500 (AAPL. MSFT, AMZN, GOOGL, FB) are down an average 12% from their high. S&amp;P itself off just 3%.

Bumpy market now comes as cyclical groups look extended/expensive. 

Re-rotation, or more broadly corrective?",2021-02-26 13:24:47+00:00,78814,41,36,246,say do big five make amp p msft amzn googl fb average high amp p bumpy market come cyclical group look extend expensive rotation broadly corrective,NEGATIVE,0.6549,neu,0.1779,neutral,0.5247522,AAPL
TheMarketDog,"$ARKK $ARKG update

I think @CathieDWood  is blowing up her fund

Sold her most stable cos

$AMZN 25%
$AAPL 18%
$CRM 100% ($100M)
$RGN 6%
$NVS
$TSM 33%

Added on her biggest overvalued

$TSLA down to 6% of port. from 9% despite buying 

Adding $TDOC $SQ $BEAM $TWTR https://t.co/an4SYLliSc",2021-02-26 02:03:41+00:00,7819,84,66,429,arkk arkg update think blow fund sell stable co amzn crm 100m rgn nv tsm add big overvalue tsla port despite buy add tdoc sq beam twtr,NEGATIVE,0.9978,neu,0.296,neutral,0.600191295,AAPL
Dividend_Dollar,"Wow @CathieDWood and team were BUSY today

Big Buys today

$BIDU $149.1M
$TDOC $128.3M
$SQ $22.9M
$PYPL $22.0M
$TSLA $16.4M
$SHOP $9.7M
$SPOT $9.3M
$OPEN $8.8M
$SKLZ  $5.7M

Big Sold Positions

$ROKU $91M
$BABA $90.6M
$PINS $70.1M
$SE $41.2M
$AMZN $29.8M
$CRM $23.3M
$AAPL $5.7M",2021-02-26 00:20:30+00:00,29220,24,54,383,wow team busy today big buy today bidu 1m tdoc 3m sq 9m pypl 0m tsla 4m shop 7m spot 3m open 8m sklz 7m big sell position roku 91m baba 6m pin 1m se 2m amzn 8m crm 3m 7m,POSITIVE,0.9871,neu,0.5859,neutral,0.868902504,AAPL
ABedYouSleepOn,"Every time I buy a company 

$nio $tsla $aapl $cciv https://t.co/uk0y5E28Fl",2021-02-25 03:29:57+00:00,538,32,69,549,every time buy company nio tsla cciv,POSITIVE,0.9711,neu,0,neutral,0.936769426,AAPL
The_RockTrading,"$AAPL Partners with @LucidMotors some point down the road. (IMO) could put a dent in $TSLA. 

I’m just gonna put that out there. Comment below I’d like to hear your thoughts.",2021-02-25 00:15:03+00:00,110669,150,46,616,partner point road imo could put dent tsla gonna put comment like hear think,POSITIVE,0.7385,neu,0.3612,neutral,0.914846301,AAPL
SuperDuperInvst,"$AAPL should have bought out Lucid Motors for between $20 bln - $50 bln. Apple has been trying to develop EV for last 10 yrs. God knows where they stand. Lucid can be head on competition for #Tesla $TSLA
May even have better vehicles based on what I'm seeing &amp; hearing imo
#SupDup",2021-02-24 20:31:09+00:00,59177,36,16,218,buy lucid motor bln bln try develop ev last yr god know stand lucid head competition tsla may even good vehicle base see amp hear imo,NEGATIVE,0.892,neu,0.6124,positive,0.504686356,AAPL
carlquintanilla,"Steve Jobs would have turned 66 today. Here he is predicting cloud-based work in ... 1990.

(via @ValaAfshar) $AAPL
https://t.co/fFmkoxwZ1n",2021-02-24 15:34:21+00:00,315104,26,251,926,steve job would turn today predict cloud base work via,NEGATIVE,0.9791,neu,0,neutral,0.912585497,AAPL
Anago_in_EU,"半導体ファウンドリ各社の比較 $TSM Samsung $UMC $SMIC $TSEM

書いてて改めて $TSM の強さにドン引き、生産キャパ、売上規模、そして驚異の利益率 (粗利53% 営業利益42%)

ちなみに顧客の $AMD $NVDA $AAPL も驚異の収益力でつまり登場人物全員勝ち組

三星の猛追に期待

 https://t.co/YgyA7o2sFf",2021-02-24 09:00:02+00:00,8060,6,53,238,tsm samsung umc smic tsem tsm amd nvda,POSITIVE,0.992,neu,0,neutral,0.946275234,AAPL
khrissy8,"$ZOM $SNDL $GME $TLRY $APHA $TSLA $PLTR $AMC $BB $CRSP $AAPL $DIS $HYLN $OCGN $SPCE $AMD $MVIS $NIO $ZOM $WISH $NOK $AMZN $NVDA $DKNG $DOGE $BTC $CCIV

The stock market got me like: https://t.co/AloIe0jwZt",2021-02-24 01:57:46+00:00,199,66,254,1563,zom sndl gme tlry apha tsla pltr amc bb crsp dis hyln ocgn spce amd mvis nio zom wish nok amzn nvda dkng doge btc cciv stock market get like,NEGATIVE,0.76,neu,0.6369,neutral,0.852736294,AAPL
ArkkDaily,"Cathie Wood &amp; @ARKInvest trade activity from today

Bought: Twitter $TWTR Tesla $TSLA Spotify $SPOT Facebook $FB $DISCA $OPEN $MASS $SGFY $BFLY $ACCD $RPTX $U $TXG $BEAM $FATE $VUZI $EXPC $RAVN

Sold: Amazon $AMZN Apple $AAPL $SPLK $TMO $HIMS $GOOGL $Z $TCEHY $ROKU $SE $TSM $CRM https://t.co/7H1w2nwK2g",2021-02-24 00:52:11+00:00,77058,32,71,428,cathie wood amp trade activity today buy twitter twtr tesla tsla spotify spot facebook fb disca open mass sgfy bfly accd rptx u txg beam fate vuzi expc ravn sell amazon amzn splk tmo hims googl z tcehy roku se tsm crm,POSITIVE,0.9815,neu,0.1779,neutral,0.855636418,AAPL
BahamaBen9,"- Updated portfolio top 30 positions in order;

$RDFN $SQ $TSLA $SHOP $PTON $CLPT $TWLO $TDOC $SE $ROKU $PINS #BTC $MELI $TTD $AAPL $DOCU $CRWD $CRM $AMZN $STNE $DKNG $ADYEY $ZS $ETSY $MGNI $NOW $HAAC $WDAY $PYPL $SPOT",2021-02-24 00:15:07+00:00,44793,31,38,298,update portfolio top position order rdfn sq tsla shop pton clpt twlo tdoc se roku pin meli ttd docu crwd crm amzn stne dkng adyey z etsy mgni haac wday pypl spot,POSITIVE,0.998,neu,0.2023,neutral,0.906563282,AAPL
garyblack00,"I’ve updated my $TSLA P/E-vs-5yr growth valuation chart. At $690, $TSLA trades at just 1.3x PEG, tied for 2nd lowest with $GOOGL behind $FB, which trades at 1.1x.

R1000G PEG is now 1.9x, and S&amp;P 500 is at 3.1x (2022 P/E 21.4x vs 7% growth). $AAPL looks expensive at 3.4x. https://t.co/XOQDIip8e7",2021-02-23 16:22:08+00:00,85234,49,80,747,update tsla p e v 5yr growth valuation chart tsla trade 3x peg tie 2nd low googl behind fb trade 1x r1000g peg 9x amp p 1x p e 4x v growth look expensive 4x,NEGATIVE,0.9917,neu,0.4767,neutral,0.879711807,AAPL
michael_saylor,"#Bitcoin is the dominant digital monetary network.  It reached a $1 trillion market cap faster than $AAPL, $AMZN, $GOOG, or $MSFT, and it is inevitable that billions of people will rely on it to store &amp; channel their monetary energy. https://t.co/k9fXI7ZCGz",2021-02-23 14:04:48+00:00,1623992,206,1075,5720,dominant digital monetary network reach trillion market cap fast amzn goog msft inevitable billion people rely store amp channel monetary energy,POSITIVE,0.8726,neu,0.296,neutral,0.88857007,AAPL
CalebGregory304,"Good companies are on sale: 🚨

$TSLA $900 ➡️ $675
$TDOC $308 ➡️ $253
$SQ $283 ➡️ $253
$AAPL $145 ➡️ $123

Be prepared!",2021-02-23 13:54:33+00:00,26423,21,81,616,good company sale tsla tdoc sq prepare,POSITIVE,0.9944,neu,0.4404,positive,0.813745439,AAPL
Nasi7atReem,"فتحت لابنتي اكاونت في تطبيق MarketSim 
وهي اختارت ثلاث شركات AAPL DIS TSLA  تركت المذاكرة ومركزة على الشاشة. 

يوم هبطت تسلا، تقول: 
mama, TSLA is bad, I wanna sell it 😂 https://t.co/An3WzyeZio",2021-02-22 15:00:15+00:00,29496,23,20,322,فتحت لابنتي اكاونت في تطبيق marketsim وهي اختارت ثلاث شركات dis tsla تركت المذاكرة ومركزة على الشاشة يوم هبطت تسلا تقول mama tsla bad wanna sell,POSITIVE,0.5576,neu,-0.5423,neutral,0.836765289,AAPL
PrintingProfit,"Seeing some beautiful risk-reward setups!😍

E-🌊 Counts:
$LULU to 436.40
$CRM to 326.50
$AAPL to 183.00
$BNGO to 22.00

The market is providing so much opportunity! Please remember, you don't need to win every trade. Maintain proper risk-reward, and you can be PROFITABLE!🚀 https://t.co/6B9lE5sQX6",2021-02-21 22:43:46+00:00,9467,23,72,419,see beautiful risk reward setup e count lulu crm bngo market provide much opportunity please remember need win every trade maintain proper risk reward profitable,POSITIVE,0.7639,pos,0.9633,neutral,0.786174059,AAPL
Saeed_AJ,"إذا كنت ترغب بالاستثمار في شركات النمو القوية بأقل مخاطرة فهذا أحد أفضل الصناديق المتداولة للنمو.

الرمز: $IVW
الرسوم: ٠.١٨٪
عائد ٥ سنوات: ١٤٠٪
متوسط العائد السنوي (١٠ سنوات): ١٦.٢٨٪
إجمالي الأصول: ٣٢.٥$ مليار
أكبر ٥ شركات في الصندوق: $AAPL $MSFT $AMZN $FB $GOOGL https://t.co/qkEPNfDD62",2021-02-21 18:17:29+00:00,66512,14,57,971,إذا كنت ترغب بالاستثمار في شركات النمو القوية بأقل مخاطرة فهذا أحد أفضل الصناديق المتداولة للنمو الرمز ivw الرسوم عائد سنوات متوسط العائد السنوي سنوات إجمالي الأصول مليار أكبر شركات في الصندوق msft amzn fb googl,POSITIVE,0.955,neu,0,neutral,0.857294321,AAPL
StockDweebs,"My top 10 stock picks this upcoming week:

1. $FUBO - 15.5%
2. $NNDM -15.9%
3. $NIO - 9.7%
4. $SPWR - 9.5%
5. $WISH - 10.4%
6. $CLOV - 11.5%
7. $DKNG - 6.9%
8. $F - 4.5%
9. $AAPL - 2.9%
10. $AMD - 4.3%

Analysis 💪--&gt; https://t.co/MlBzz6PQaM

Video 📺--&gt; https://t.co/ecLqAOFZjw",2021-02-21 14:00:01+00:00,180453,180,228,2028,top stock pick upcoming week fubo nndm nio spwr wish clov dkng f amd analysis gt video gt,POSITIVE,0.999,neu,0.7717,neutral,0.832023799,AAPL
WarlusTrades,"$AAPL looks wonderful here... 😍 😍 

If current projection holds, $AAPL could see $175+ by Mid April!

If we break below $125, the projection will be invalidated.

My EXACT trade plan to capitalize on this opportunity is shown on the chart below.

Have a Great Weekend Everyone!! https://t.co/kxR6tJJTyD",2021-02-21 00:14:00+00:00,55450,106,121,1119,look wonderful current projection hold could see mid april break projection invalidate exact trade plan capitalize opportunity show chart great weekend everyone,NEGATIVE,0.8728,neu,0.891,neutral,0.798028648,AAPL
DCDOWORK,"Bitcoin $57,000 I sold 6 full Bitcoin for my house, do I regret it? No. But I learned my lesson. Never sell out of something completely if you believe in it. I do love my mortgage free, debt free life tho. Long $NIO $TSLA $AAPL",2021-02-20 12:28:31+00:00,15803,15,9,255,bitcoin sell full bitcoin house regret learn lesson never sell something completely believe love mortgage free debt free life tho long nio tsla,NEGATIVE,0.6991,neu,0.7769,neutral,0.917210162,AAPL
LuisMiguelValue,"MEGAHILO sobre el posicionamiento de los mejores inversores del mundo a través de la información suministrada en los 13F sobre el Q4.

Primero Warren Buffett

TOP 5

1) Apple ( $AAPL )
2) Bank of America ( $BAC )
3) Coca Cola ( $KO )
4) American Express ( $AXP )
5) Kraft ( $KHC ) https://t.co/uM7jbGEpTU",2021-02-20 11:14:18+00:00,35689,31,267,1067,megahilo sobre el posicionamiento de los mejores inversores del mundo través de la información suministrada en los 13f sobre el q4 primero warren buffett top bank america bac coca cola ko american express axp kraft khc,POSITIVE,0.9981,neu,0.2023,neutral,0.860721588,AAPL
DCDOWORK,If you hate #China Throw your $AAPL phone in the garbage and burn half the shit in your house. If we didn't have China you would be paying $50 for a T shirt right now. Many ignorant people don't get it. I see so much racist shit on Twitter all day long. This is the problem. $NIO,2021-02-19 23:52:54+00:00,15803,32,23,271,hate throw phone garbage burn half shit house china would pay shirt right many ignorant people get see much racist shit twitter day long problem nio,NEGATIVE,1,neg,-0.9643,neutral,0.636240184,AAPL
Investingcom,"*APPLE IN TALKS WITH LIDAR SUPPLIERS FOR SELF-DRIVING CAR

*APPLE CAR PROJECT REMAINS SEVERAL YEARS FROM LAUNCH

$AAPL $TSLA https://t.co/CEgEhnh1IP",2021-02-19 16:34:04+00:00,594088,9,34,220,talk lidar supplier self drive car car project remain several year launch tsla,POSITIVE,0.9959,neu,0,neutral,0.849985003,AAPL
Dividend_Dollar,"A Diversified portfolio is like picking a stocks from these various buckets

High-Yield
$ABBV
$MO
$VZ

Dividend
$KO
$JNJ
$WMT

Dividend Growth
$V
$AVGO
$SBUX

REIT
$O
$STOR
$DLR
$IRM

Big Tech
$AMZN
$AAPL
$GOOGL

Growth
$ROKU
$SQ
$SHOP

Small/Mid-Cap Growth
$RDFN
$MWK
$LMND
$DMTK",2021-02-19 14:45:03+00:00,29220,22,68,379,diversify portfolio like pick stock various bucket high yield abbv mo vz dividend ko jnj wmt dividend growth v avgo sbux reit stor dlr irm big tech amzn googl growth roku sq shop small mid cap growth rdfn mwk lmnd dmtk,POSITIVE,0.9986,neu,0.8519,neutral,0.826043665,AAPL
EliteOptions2,"$AAPL has dropped 12% since touching 145 on January 25th. I see a strong support area in the 128-130 range. AAPL can start to bounce if it can reclaim 130. I see AAPL moving back towards 145+ in March

Swing trade idea listed below! ✅ https://t.co/KUvkpOW8BL",2021-02-19 01:33:06+00:00,81389,21,41,367,drop since touch january 25th see strong support area range start bounce reclaim see move back towards march swing trade idea list,NEGATIVE,0.9981,neu,0.5994,positive,0.486894906,AAPL
BackpackerFI,"My favorite companies in other key secular trends-

Genomics 🧬 $EXAS $CRSP $NVTA
Gaming 🎮 $SKLZ $TTWO
Gig Economy 👨🏻‍💻 $FVRR $ETSY
Air mobility 🚁 $ACIC $RTP
3D Printing 🖨 $NNDM $DM $SSYS
Crypto 🪙 $BTC $SI $MARA
AdTech 📺 $TTD $ROKU
Fitness Tech 🚴 $PTON $AAPL
5G📱$MRVL $AMBA",2021-02-18 22:51:51+00:00,55489,33,63,499,favorite company key secular trend genomics exas crsp nvta game sklz ttwo gig economy fvrr etsy air mobility acic rtp 3d print nndm dm ssys crypto btc si mara adtech ttd roku fitness tech pton 5g mrvl amba,POSITIVE,0.997,neu,0.6249,neutral,0.885787249,AAPL
teslaownersSV,"Market caps

1. Apple $AAPL - $2.2 trillion
2. Microsoft $MSFT - $1.8T
3. Saudi Aramco - $1.8T
4. Amazon $AMZN - $1.6T
5. Alphabet $GOOGL - $1.4T
6. #Bitcoin  - $970 billion
7. Tencent $TCEHY - $920B
8. Facebook $FB - $780B
9. Tesla $TSLA - $765B
10. Alibaba $BABA - $730B",2021-02-18 22:02:59+00:00,154477,11,33,220,market cap trillion microsoft msft 8t saudi aramco 8t amazon amzn 6t alphabet googl 4t billion tencent tcehy 920b facebook fb 780b tesla tsla 765b alibaba baba 730b,POSITIVE,0.9459,neu,0.1779,neutral,0.868115783,AAPL
FiSavvyDad,"Don’t know what to invest in?

Think about the products &amp; services you use each day

From the moment you wake up ⏰

You:

Check your phone $AAPL

Eat breakfast $K

Drive to work $F $TSLA

Listen to a podcast $SPOT

Stop for a coffee $SBUX

Sit at your desk $MSFT

What I miss? 👇",2021-02-18 20:39:54+00:00,7931,63,60,254,know invest think product amp service use day moment wake check phone eat breakfast k drive work f tsla listen podcast spot stop coffee sbux sit desk msft miss,NEGATIVE,0.8919,neu,-0.4215,neutral,0.921496332,AAPL
