,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
443,GerberKawasaki,"Many companies from Robinhood to google rely on selling your data. That’s the business model. Get access to you through a service, steal the data off you. Sell data to the highest bidder. Apple wants to end that model. $aapl $goog $pltr",2021-07-05 15:41:04+00:00,174335,49,37,659
444,GerberKawasaki,"It seems like Apple is the only tech company focused on giving users control of their privacy, security and data collection. Versus our phones being one big tracking device of everything you do or say into it…. $aapl",2021-07-05 15:38:39+00:00,174335,42,37,482
445,GerberKawasaki,Apple is focusing on security and giving users control over their privacy and data. This will have a direct effect on google and Facebook. The two biggest collectors of your data. People have no idea the extent of our data theft. $aapl $goog $fb,2021-07-05 15:36:33+00:00,174335,35,56,687
446,GerberKawasaki,All these videos of the guy that f-cked our democracy waving an American flag. I was with some apple people who said the company is vowing to destroy Facebook…. More privacy and security measures coming to the apple eco system. It’s war. $aapl vs $fb #DeleteFacebook,2021-07-05 14:36:34+00:00,174335,46,35,476
447,BahamaBen9,"What's the top 10 largest U.S. stocks in 2031?

Current top 10 largest U.S. stocks by market cap

1 Apple $AAPL
2 Microsoft $MSFT
3 Google $GOOGL
4 Amazon $AMZN
5 Facebook $FB
6 Berkshire $BRK.B
7 Tesla $TSLA
8 Nvidia $NVDA
9 Visa $V
10 JPMorgan $JPM

Give me your 2031 top 10 👇",2021-07-05 04:17:36+00:00,44787,150,102,1014
448,Invesquotes,"Bought the iPad Pro today, including the Apple Pencil. My thoughts after using it are exactly the same as with every $AAPL product:

Before buying it 👉 The product is very expensive

After buying it 👉 The product is worth every dollar spent on it

You have to pay for quality",2021-07-04 17:42:26+00:00,11132,21,9,272
449,Trendspider_J,"All done! Time to party w/ Kuba. 

Everyone have a SAFE and Happy 4th!

Posted charts last night &amp; this morning. Scroll through my  feed to see a secondary perspective!
$TSLA
$FUBO
$ZM
$AHT
$BBIG
$UPST
$PLTR
$AAPL
$VIAC
$BABA
$ROKU
$TIGR
$VISL
$DIS
$NKE
$APPS
$DMTK
$IVR
$CRM
$SDC",2021-07-04 15:43:51+00:00,109700,32,39,490
450,AbdullahMashat,"نقطة مهمة:

للشخص المهتم بالاستثمار في شركات التقنية عبر صناديق الـETF

يوجد خيار افضل من صندوق SPY وهو صندوق QQQ والذي يتبع سوق Nasdaq صاحب التركيز التقني العالي

وزن اكبر 5 شركات تقنية في SPY = ٢١٪
وزن اكبر 5 شركات تقنية في QQQ = ٤٢٪

اكبر 5 شركات هي $AAPL $MSFT $AMZN $GOOG $FB https://t.co/84wAyziCcX",2021-07-04 12:02:42+00:00,181586,15,36,388
451,zerohedge,"For every $1 allocated to SPX: 6 cents goes into AAPL, 5 cents goes into MSFT, 4c into AMZN, 4c into GOOG/L, and 2c into FB... = 21 cents.

For every $1 allocated to NDX: 11 cents goes into AAPL, 10c into MSFT, 9c into AMZN, 8c into GOOG/L, and 4c into FB... = 42 cents. 
- GS",2021-07-03 18:39:00+00:00,1097499,25,175,800
452,BrianFeroldi,"$AAPL went up 20,000+% 

Then @WarrenBuffett started buying it

Then it went up another 400+%

Winners keep on winning https://t.co/1iqbKXaiQx",2021-07-03 16:42:16+00:00,210842,29,79,724
453,ThetaWarrior,"$AAPL Weekly breakout continuation. 🍎

MACD bullish cross coupled by an RSI trendline breakout. https://t.co/AF1s2y3eOg https://t.co/qKgeudLYx8",2021-07-03 16:37:48+00:00,95090,18,24,256
454,garyblack00,"4/ As a $TSLA bull with a $1,000 PT, my worry is that $TSLA is seeing demand exceed capacity (again in 2Q, likely 3Q) and saying let’s keep doing things the way we always have. TSLA looks forward to 2025 on product but not on brand. That’s very different from $AAPL who did both.",2021-07-03 14:53:58+00:00,85233,29,10,315
455,TradingThomas3,"In a giving mood this weekend so going to be giving away another 7! TT3 Newsletter subs away, to enter just LIKE+RETWEET+COMMENT and must be following. Winner will be announced Monday. 

$AAPL $AMD $AMZN $BA $BABA $BIDU $FB $GOOGL $NFLX  $MSFT $PINS  $SE $SNAP $SPY $SQ $NIO $TSLA",2021-07-03 11:35:34+00:00,22912,158,155,275
456,ChartingOptions,"What a month for $AAPL 🔥

We gave you the bottom! https://t.co/w0N2NAQU54 https://t.co/j5sC5UxyGs",2021-07-03 00:38:44+00:00,52979,12,11,205
457,ThetaWarrior,"The Results #LottoFriday

$AAPL 138C | .34 to 2.06 (+505%)
$CHWY 81C | .51 to .82 (+58%)
$DIS 175P | .27 to .86 (+218%)
$PTON 124C | 1 to 1.6 (+60%)
$PTON 121P | .74 to 1.25 (+68%)
$ROKU 445C | 2.4 to 4.65 (+93%)
$TSLA Failed.

Cheers and HAGW! 🍻 https://t.co/s3RPQqtc25",2021-07-02 20:28:54+00:00,95090,38,9,230
458,Beth_Kindig,"$AAPL lags other FAANG stocks since it's stock split. Tesla also lagging EVs since it's stock split.

$TTD $NVDA $TSLA https://t.co/plxPZifduK",2021-07-02 14:58:32+00:00,98474,22,32,221
459,scottmelker,"$AAPL

Apple just gapped up above resistance at the open. Targeting all time highs, then likely to infinity and beyond. https://t.co/du32pMiVHu",2021-07-02 13:40:01+00:00,595915,20,13,209
460,ThetaWarrior,"DISCLAIMER: HIGH RISK #LottoFriday

Keep bets small. Take profits.

$AAPL 138C &gt;137.41 | 136P &lt;136.47
$CHWY 81C &gt;80.9 | 79P &lt;79.71
$DIS 177.5C &gt;177.6 | 176P &lt;176.15
$PTON 124C &gt;123.37 | 121P &lt;121.31
$ROKU 445C &gt;439.82 | 425P &lt;431.3
$TSLA 705C &gt;697.62 | 660P &lt;667.61

Good luck! 🎲 https://t.co/TrFBbFdL89",2021-07-02 01:25:24+00:00,95090,62,83,657
461,TheMoneyAvenger,Skip the newest iPhone this year and buy $AAPL stock instead..,2021-07-01 17:53:00+00:00,2063,28,55,403
462,StockMKTNewz,Apple $AAPL has changed its policy to now allow marijuana delivery services to operate on its App Store,2021-07-01 17:11:07+00:00,115908,9,50,375
463,ThetaWarrior,$AAPL Monthly Symmetrical Triangle Breakout. https://t.co/SdkMoA0rN6,2021-07-01 02:32:30+00:00,95090,26,27,329
464,BusinessFamous,"One great thing about investing is that you don’t have to choose sides

You can own competing companies like:

$VZ &amp; $T

$KO &amp; $PEP

$HD &amp; $LOW

$WMT &amp; $TGT

$AAPL &amp; $MSFT

$AMZN &amp; $SHOP",2021-07-01 01:03:02+00:00,33776,26,38,282
465,EliteOptions2,"Elite Options Watchlist 💡

$ROKU 7/2 475C over 463 | Target 🎯: 475 | Stop loss: 457
$AMD 7/2 95C over 94 | Target 🎯: 96 | Stop loss: 92
$AAPL 7/30 140C over 138 | Target 🎯: 145 | Stop loss: 136",2021-07-01 00:50:01+00:00,81374,6,34,281
466,Trendspider_J,"That's it for monthly charts today. Unfortunately, I cannot post every chart in the market. 

Hope everyone finds these charts helpful!

Goodnight :)

Scroll through my feed to view:
$SPY
$QQQ
$AAPL
$AMZN
$NFLX
$AMD
$SPOT
$FUBO
$PLTR
$MJ
$IWM
$WISH
$VISL
$HYLN",2021-06-30 22:39:45+00:00,109700,34,20,393
467,Trendspider_J,$AAPL #AAPL This looks ready to absolutely explode through the monthly ascending triangle resistance. https://t.co/geqLQ5FEyn,2021-06-30 21:56:22+00:00,109700,19,44,325
468,BahamaBen9,$AAPL paid more for the $ROKU button than they would have for all of $ROKU 4 years ago.,2021-06-30 19:34:27+00:00,44787,18,17,406
469,skaushi,$AAPL quietly buys $ROKU remote button for its struggling Apple TV+ app - NY Post,2021-06-30 18:11:51+00:00,42408,18,36,322
470,DeItaone,"Apple quietly buys Roku remote button for its struggling Apple TV+ app - NY Post
$AAPL
$ROKU",2021-06-30 18:09:17+00:00,380375,13,68,395
471,eToro,"$FB joins the likes of $AAPL, $MSFT, $AMZN &amp; $GOOG 📈",2021-06-30 13:17:33+00:00,297797,26,18,216
472,the_chart_life,"$AAPL

Back above ~$135. Daily RSI also making a higher high than we saw in April. https://t.co/nOWfeaIuzS",2021-06-30 01:50:29+00:00,59641,13,44,288
473,ChartingOptions,"A member of the COmmunity shared the same $AAPL conviction for $AAPL as I and absolutely KILLED it. This was after rolling up from 7/16 $130 calls.

I can't even begin to put to words how happy I am for them—chills as I type this. 

Join us at https://t.co/sPFG231688! https://t.co/4KqQPB04Iv",2021-06-29 18:15:31+00:00,52979,17,8,215
474,jicchamatome,"- $AMZN: 去年の9月から長いレンジ相場、上に抜ければ非常に面白い、テクノロジーの大型株の中で一番魅力がある
- $OKTA: 決算○、ガイダンスミスはCFOのミス - 心配してない
- $AAPL: 面白いチャート、非常に妙味を感じる
- $MQ: 非常に将来性あると思う、毛並みの良い会社、最初の決算を見たい",2021-06-29 13:00:44+00:00,105322,2,10,281
475,BrianFeroldi,"My investing journal entry on 12/14/2016

""Considering selling half of my $AAPL. The market cap is over $500 billion, so it is hard for me to see it being a market beater from here.""

Since: https://t.co/N91QyCwF3Y",2021-06-29 12:01:00+00:00,210844,33,30,405
476,MarketRebels,"Welcome to the trillion dollar club @Facebook 

$AAPL $2.249T
$MSFT $2.024T
$AMZN $1.737T
$GOOGL $1.671T
$FB $1.008T",2021-06-29 00:55:00+00:00,128575,14,46,209
477,HyenukChu,"Este es el tiempo que les tomó a estas empresas en alcanzar una capitalización de mercado de $ 1 Billón (trillion en inglés)

. Facebook FB : 17 años
. Google GOOGL : 22 años
. Amazon AMZN  : 24 años
. Apple AAPL : 42 años
. Microsoft MSFT: 44 años

gracias @Andreah86973485",2021-06-28 21:28:02+00:00,32778,12,20,223
478,ThetaWarrior,"Focus List Update:

$AAPL Call Triggered 📈
$ADSK Target Hit 🎯
$CHWY Call Triggered 📈
$DIS Target Hit 🎯
$MU Call Triggered 📈
$TSLA Call Triggered 📈

What a start to the week! https://t.co/0T9QsNYP7m https://t.co/1TG5gFn0fQ",2021-06-28 20:04:14+00:00,95091,47,11,278
479,cperruna,"Facebook joined the $1 trillion market cap club today.

$FB

Along with $AAPL $AMZN $MSFT $GOOGL

I own all 5 in my IRA.",2021-06-28 19:39:36+00:00,95839,24,35,540
480,ThetaWarrior,"$AAPL The chart, seasonality, and flow are all leaning bullish.. 👀 https://t.co/ZhioWFB0S2 https://t.co/niwr7p8iJS",2021-06-28 16:07:18+00:00,95091,23,24,209
481,TheJoyfulTrader,"You'll spend $500 on a new Xbox, but you won't buy $MSFT stock at $268

You'll spend $500+ on a pair of Jordan's, but you won't buy $NKE stock at $152

You'll spend $1100 on a new iPhone, but won't buy $AAPL stock at $135

See the problem yet?",2021-06-28 14:18:05+00:00,20800,42,140,586
482,Trendspider_J,"Posted 30 charts throughout the day. Check them out as a secondary perspective! 

Goodnight! :)

Reviewed: 
$PLTR
$FUBO
$ROKU
$AHT
$BYND
$BABA
$WISH
$AMC
$TSLA
$UPST
$CRWD
$SPOT
$SOLO
$NFLX
$VISL
$ACB
$HITI
$TLRY
$IVR
$MJ
$HYLN
$AMD
$FSLR
$MBRX
$XXII
$NLST
$AAPL
$AMZN
$MGNI
$ABNB",2021-06-28 00:39:26+00:00,109701,60,74,1141
483,EliteOptions2,"Elite Options Watchlist 💡

$TSLA 7/2 720C over 686 | Target 🎯: 714 | Stop loss: 675
$BIDU 7/2 205C over 200 | Target 🎯: 218 | Stop loss: 195
$SHOP 7/2 1550C over 1500 | Target 🎯: 1558 | Stop loss: 1488
$AAPL 7/30 135C over 132 | Target 🎯: 136 | Stop loss: 130",2021-06-28 00:00:00+00:00,81375,11,67,448
484,ThetaWarrior,"$THETA Focus List 🛰️

$AAPL Calls &gt;134.64 | Puts &lt;131.62
$ADSK Calls &gt;289.9 | Puts &lt;285.6
$CHWY Calls &gt;82.03 | Puts &lt;79.43
$DIS Calls &gt;179.09 | Puts &lt;177.49
$MU Calls &gt;83.11 | Puts &lt;79.87
$TSLA Calls &gt;679.82 | Puts &lt;667.61

Good luck traders! https://t.co/EfEJo3DvcX",2021-06-27 23:34:42+00:00,95091,80,151,1029
485,squawksquare,$tsla doesn’t have to recall the cars. It’s a simple software update. Does $aapl “recall” their iPhones 4-5 times per year for fixes? Nope. Same thing you dumb media buffoons. https://t.co/dCSP8TMIKi,2021-06-27 22:36:44+00:00,25378,12,14,233
486,TheJoyfulTrader,"Invest In What You Use Everyday:

👟 Nike $NKE
🍎Apple $AAPL
🛒 Target $TGT
📦Amazon $AMZN
👥 Facebook $FB
📺 Netflix $NFLX
🔧 Home Depot $HD
☕ Starbucks $SBUX
🧻 Proctor Gamble $PG

What companies are apart of your daily life?",2021-06-27 16:36:34+00:00,20800,40,68,268
487,NlCKStocks,"This weeks pivots. 

$TSLA pivot 667
🐂 &gt; 676, 687 | 🐻 &lt; 657, 644

$AAPL pivot 132 
🐂 &gt; 132 🐻 &lt;132

$NVDA pivot 755
🐂&gt; 767, 773 | 🐻 &lt; 746, 734 

$BA pivot 250 
🐂&gt;252, 256 | 🐻 &lt; 245, 241

$BABA pivot 226 
🐂&gt; 230, 232 | 🐻 &lt; 224, 220

$ZM pivot 376 
🐂&gt; 380, 384 | 🐻&lt;363",2021-06-27 15:56:36+00:00,20620,18,44,337
488,PeterTrader99,"Last 5 years

$WMT 93%
$JPM 159%
$FB 205%
$GOOGL 258%
$AMZN 387%
$MSFT 432%
$AAPL 470%
$NFLX 496%
$MU 521%
$LRCX 666%
$NOW 675%
$PYPL 726%
$TWLO 1359%
$NVDA 1565%
$TSLA 1639% 
$AMD 1655%
$ROKU 1734%
$TTD 2426%
$SQ 2636%
$SHOP 4969%

Which stock will bring 1000%+ next 5 years? 🧐",2021-06-27 15:27:22+00:00,12695,121,92,558
489,LiviamCapital,"I’ve seen a lot of people compare $PTON to $AAPL, because it’s hardware with a software component. Disagree. I have my Peloton in my basement and I’m afraid to admit I barely use it. I’m guessing I’m not the only one. When’s the last day you didn’t use your iPhone? https://t.co/Ct0NsvlKDE",2021-06-27 13:55:17+00:00,29762,59,14,292
490,TheAlphaThought,"Don't buy Starbucks coffee.

Buying $SBUX stock ☕

Don't buy an iPhone.

Buy $AAPL stock 📱

Don't eat at McDonald's. 

Buy $MCD stock 🍟

Put yourself on the other side of the cash register.

Shift from consumer to investor and you'll make A LOT of money.",2021-06-27 12:01:03+00:00,24548,39,68,383
491,ThetaWarrior,"Wondering if $AAPL still has more fuel in the tank?

Exhibit A) $FB
Exhibit B) $MSFT

Both stocks broke out from the same pattern and went on to make new highs over the following weeks/months. These large patterns take TIME to play out, and AAPL is just in the 1st inning. https://t.co/l3I6sRuZsN",2021-06-26 18:48:40+00:00,95091,34,30,328
492,PelotonHolder,"September 15, 2017 - CEO John Foley says there are only three companies in the world that are Hardware/Software/User experience innovators &amp; Brand/Retail/D2C innovators. His picks were $AAPL $PTON $TSLA &amp; all three have exploded in share price. https://t.co/D78yIEmGcV",2021-06-26 17:59:04+00:00,26520,34,25,310
493,ThetaWarrior,"$AAPL Weekly symmetrical triangle breakout.

Finally, the pattern we have all been eyeing is starting to resolve higher. This is a very large consolidation, and therefore ultimately looking for this to test and even make new ATH's. https://t.co/EgpJNiWTSy",2021-06-26 17:04:27+00:00,95091,28,37,371
494,MistyLynn211,"My updated portfolio! 

Top 5 - 60%
$GOOG
$SQ
$AAPL
$AMD
$SOFI

Mid level - 25%
$NIO
$TIGR
$NET
$SKLZ
$DMTK

Bottom 5 - 15%
$CPNG
$HIMX
$PSFE
$CMLF
$LTCH

Any feedback definitely welcomed! @BahamaBen9 @PelotonHolder @wolfofharcourt @BrianFeroldi @BackpackerFI @InvestmentTalkk",2021-06-26 00:28:19+00:00,155,35,19,230
495,GerberKawasaki,Video coming tomorrow. Much more to discuss than just the car. You can see much more of what Elon has planned for us in the future. All I can say is. Apple you f-cked up. $tsla $aapl #ModelSPlaid,2021-06-25 02:47:44+00:00,174335,21,31,439
496,ThetaWarrior,"Focus List Update:

$AAPL Retesting breakout level
$CHWY Call triggered, closed just below
$FSLY Call triggered, closed just above
$FUBO Inside day, closed above trigger
$ROKU Target #2 Hit🎯🎯
$TSLA Target ANNIHILATED 🎯🔥 https://t.co/EE30hNwBmy https://t.co/0skz8g6RI2",2021-06-24 22:55:14+00:00,95091,13,10,202
497,JohnStCapital,"$FB &amp; $GOOGL are a tax on startups, $V &amp; $MA on commerce, $AAPL on mobile apps, $ICE &amp; $NDAQ on markets, $AMZN &amp; $MSFT on cloud compute, $NFLX &amp; $DIS on entertainment, $CHTR &amp; $CMCSA on broadband, $SPGI &amp; $MCO on data, $HCA &amp; $UNH on HC, $WM &amp; $WCN on waste; become a tax",2021-06-24 17:30:00+00:00,35077,16,48,379
498,BackpackerFI,"When I think of top brands, I think of mainly consumers products/services like $AAPL $SBUX $DIS $LULU $GOOG $FB $NFLX $AMZN for example.

In 10 years, I think $ABNB $TSLA $PTON will be three of the most powerful brands in the world.

What are your picks? 👇🏻",2021-06-24 17:15:14+00:00,55486,71,19,260
499,BahamaBen9,"$PTON = $AAPL 

I'm dead serious.",2021-06-24 14:45:46+00:00,44788,107,6,267
500,kkernttb,"You guys see this big news on $AAPL?

$AAPL Apple Price Target Raised to $162.00/Share From $161.00 by Morgan Stanley",2021-06-24 11:53:04+00:00,46521,46,33,447
501,cfromhertz,$AAPL Apple Price Target Raised to $162.00/Share From $161.00 by Morgan Stanley https://t.co/tXEtrhaRTg,2021-06-24 11:50:48+00:00,50607,46,76,1171
502,MuzLM__Trader,Ⓜ️ discord coming soon… like if you are interested in joining. Free of charge of course. LFG! $amc $gme $cciv $thcb $clii $wish $psww $ahix $tsla $aapl $amzn etc..,2021-06-24 02:13:53+00:00,17312,36,16,385
503,realwillmeade,"Hedge funds love bull call spreads.
One of the most popular hedge fund call spreads right now is the $AAPL 8/20 $140/$150 call spread for $1.80 as many funds believe Apple will make a new high to $150 after earnings. If $AAPL hits $150 by 8/20 the trade would make around 500%",2021-06-23 23:32:56+00:00,253676,0,94,733
504,ThetaWarrior,"$AAPL The Belle of the Ball!

Symmetrical triangle breakout on daily and weekly timeframe. https://t.co/lFJaqdwlXw",2021-06-22 20:00:44+00:00,95091,34,24,334
505,Proxima06_Aiai,"Tesla is worth at least half an Apple today imo.

$TSLA Mkt Cap: $600 Billion
$AAPL Mkt Cap: $2,223 Billion

Apple is a mature company with big earnings so I get that it's market cap is bigger than Tesla but Tesla is innovating faster and has far greater potential imo. nfa.",2021-06-22 17:26:12+00:00,1828,31,29,372
506,realMeetKevin,"This could leave pension funds, and therefore, hedge funds and private equity SCRAMBLING for returns. The best prospects? Hate to say it, because they’re pricy: $ENPH $TSLA $ETSY $PTON $NIO $AAPL $AMZN $GOOG $AMC Ark, tech, etc. I’m all in. Thoughts @wintonARK?",2021-06-21 05:25:29+00:00,160680,23,16,206
507,ThetaWarrior,"$THETA Focus List 🛰️

$AAPL Calls &gt;130.89 | Puts &lt;128.46
$CHWY Calls &gt;80.98 | Puts &lt;73.62
$FSLY Calls &gt;59.16 | Puts &lt;53.69
$FUBO Calls &gt;31.57 | Puts &lt;27.2
$ROKU Calls &gt;377.5 | Puts &lt;357.39
$TSLA Calls &gt;635.59 | Puts &lt;593.5

Good luck traders! https://t.co/eLhX5RINsw",2021-06-20 23:48:49+00:00,95092,77,90,779
508,NlCKStocks,"This weeks Pivots. 

$NVDA pivot 746
bull&gt; 755, 763 | bear&lt; 734, 721. 

$AAPL pivot 130
bull &gt; 132 | bear &lt; 128.5. 

$AMZN pivot 3467
bull &gt; 3493, 3507 | bear &lt; 3450, 3420.

$AMD pivot 84
bull &gt; 86, w support at 85, bear &lt;82.5-83.

$FB pivot 330
bull &gt; 334 | bear&lt; 328.",2021-06-20 17:27:50+00:00,20620,8,35,238
509,ThetaWarrior,$AAPL Decision time this week. Weekly looking epic! https://t.co/y2fT9646nJ,2021-06-19 23:29:58+00:00,95092,33,40,471
510,TheDomino,"Most searched tickers on @cnbc dot com for Thurs, 6/17/21:

1) 10-Yr US Treasury yield
2) $AMC Entertainment
3) Nvidia $NVDA
4) Apple $AAPL
5) Dow Jones Industrial Avg
6) Advanced Micro Devices $AMD
7) Gold futures
8) Tesla $TSLA
9) Nasdaq Comp
10) Amazon $AMZN",2021-06-18 15:38:12+00:00,59679,19,35,232
511,jhuntermav,"Do you ever see someone telling you not to buy $AAPL, $TSLA or $MSFT?  

Now why would there all of a sudden be thousands of people attempting to dissuade retail from investing in $AMC?  It’s because for once in history the little guy is beating the big guy and they can’t take it",2021-06-18 12:45:10+00:00,33161,76,322,1564
